Datum,Uhrzeit,Generation_DE PSS A[MW],Generation_DE PSS C[MW],Generation_DE PSS D[MW],Generation_DE PSS B[MW]
25.01.2020,05:00,0,0,0,0
25.01.2020,06:00,0,0,0,0
25.01.2020,07:00,46,0,0,0
25.01.2020,08:00,140,0,0,0
25.01.2020,09:00,191,153,0,0
25.01.2020,10:00,94,189,0,0
25.01.2020,11:00,97,0,0,128
25.01.2020,12:00,124,0,0,0
25.01.2020,13:00,69,0,0,0
25.01.2020,14:00,97,0,0,0
25.01.2020,15:00,75,0,0,0
25.01.2020,16:00,97,0,73,0
25.01.2020,17:00,157,0,153,0
25.01.2020,18:00,160,192,158,188
25.01.2020,19:00,103,173,102,147
25.01.2020,20:00,50,2,153,0
25.01.2020,21:00,0,0,42,0
25.01.2020,22:00,0,0,63,0
25.01.2020,23:00,0,0,191,0
26.01.2020,00:00,0,0,86,0
26.01.2020,01:00,0,0,57,0
26.01.2020,02:00,0,0,38,0
26.01.2020,03:00,0,0,0,0
26.01.2020,04:00,0,0,0,0
26.01.2020,05:00,0,0,0,0
26.01.2020,06:00,0,0,0,0
26.01.2020,07:00,0,0,0,0
26.01.2020,08:00,0,0,0,0
26.01.2020,09:00,90,0,0,0
26.01.2020,10:00,57,0,0,0
26.01.2020,11:00,85,0,0,0
26.01.2020,12:00,113,0,0,187
26.01.2020,13:00,0,0,0,0
26.01.2020,14:00,0,0,0,0
26.01.2020,15:00,0,0,0,0
26.01.2020,16:00,0,0,0,0
26.01.2020,17:00,73,4,0,3
26.01.2020,18:00,212,234,210,236
26.01.2020,19:00,159,196,124,198
26.01.2020,20:00,99,2,0,79
26.01.2020,21:00,104,0,0,0
26.01.2020,22:00,135,0,0,0
26.01.2020,23:00,36,0,0,0
27.01.2020,00:00,0,0,0,0
27.01.2020,01:00,0,0,0,0
27.01.2020,02:00,0,0,0,0
27.01.2020,03:00,0,0,0,0
27.01.2020,04:00,0,0,0,0
27.01.2020,05:00,0,0,0,0
27.01.2020,06:00,64,0,0,0
27.01.2020,07:00,126,0,2,0
27.01.2020,08:00,210,238,208,246
27.01.2020,09:00,253,258,249,261
27.01.2020,10:00,50,2,0,2
27.01.2020,11:00,78,0,0,0
27.01.2020,12:00,78,0,0,0
27.01.2020,13:00,182,0,0,0
27.01.2020,14:00,97,2,0,0
27.01.2020,15:00,209,233,206,235
27.01.2020,16:00,243,247,239,249
27.01.2020,17:00,280,263,279,267
27.01.2020,18:00,270,245,268,248
27.01.2020,19:00,262,243,259,246
27.01.2020,20:00,229,232,43,233
27.01.2020,21:00,53,0,0,0
27.01.2020,22:00,105,0,0,0
27.01.2020,23:00,1,0,0,0
28.01.2020,00:00,0,0,0,0
28.01.2020,01:00,0,0,0,0
28.01.2020,02:00,0,0,0,0
28.01.2020,03:00,0,0,0,0
28.01.2020,04:00,0,0,0,0
28.01.2020,05:00,0,0,0,0
28.01.2020,06:00,46,40,45,0
28.01.2020,07:00,251,255,249,258
28.01.2020,08:00,264,246,262,249
28.01.2020,09:00,273,265,273,268
28.01.2020,10:00,265,246,263,249
28.01.2020,11:00,179,198,176,201
28.01.2020,12:00,1,1,98,0
28.01.2020,13:00,72,0,23,0
28.01.2020,14:00,67,0,0,0
28.01.2020,15:00,105,0,0,0
28.01.2020,16:00,132,0,0,0
28.01.2020,17:00,117,0,0,0
28.01.2020,18:00,88,0,0,0
28.01.2020,19:00,112,0,0,0
28.01.2020,20:00,1,0,0,0
28.01.2020,21:00,0,0,0,0
28.01.2020,22:00,0,0,0,0
28.01.2020,23:00,0,0,0,0
29.01.2020,00:00,0,0,0,0
29.01.2020,01:00,0,0,0,0
29.01.2020,02:00,0,0,0,0
29.01.2020,03:00,0,0,0,0
29.01.2020,04:00,0,0,0,0
29.01.2020,05:00,0,0,0,0
29.01.2020,06:00,12,0,0,0
29.01.2020,07:00,135,129,91,216
29.01.2020,08:00,203,233,201,235
29.01.2020,09:00,177,222,175,224
29.01.2020,10:00,130,52,1,52
29.01.2020,11:00,27,0,0,0
29.01.2020,12:00,0,0,0,0
29.01.2020,13:00,0,0,0,0
29.01.2020,14:00,0,0,0,0
29.01.2020,15:00,82,0,0,0
29.01.2020,16:00,164,45,0,103
29.01.2020,17:00,271,258,269,260
29.01.2020,18:00,248,248,245,251
29.01.2020,19:00,235,246,190,248
29.01.2020,20:00,126,112,0,169
29.01.2020,21:00,46,0,0,0
29.01.2020,22:00,101,0,0,59
29.01.2020,23:00,1,0,0,0
30.01.2020,00:00,0,0,0,0
30.01.2020,01:00,0,0,0,0
30.01.2020,02:00,0,0,0,0
30.01.2020,03:00,0,0,0,0
30.01.2020,04:00,0,0,0,0
30.01.2020,05:00,0,0,0,0
30.01.2020,06:00,0,0,0,0
30.01.2020,07:00,45,60,49,60
30.01.2020,08:00,184,236,181,238
30.01.2020,09:00,157,4,23,39
30.01.2020,10:00,73,0,1,0
30.01.2020,11:00,76,0,0,0
30.01.2020,12:00,123,0,0,0
30.01.2020,13:00,141,2,0,0
30.01.2020,14:00,243,250,239,253
30.01.2020,15:00,240,245,237,248
30.01.2020,16:00,207,232,205,234
30.01.2020,17:00,251,243,247,246
30.01.2020,18:00,226,228,223,231
30.01.2020,19:00,185,167,182,171
30.01.2020,20:00,184,111,64,0
30.01.2020,21:00,78,0,0,147
30.01.2020,22:00,67,0,0,72
30.01.2020,23:00,28,0,0,0
31.01.2020,00:00,0,0,0,0
31.01.2020,01:00,0,0,0,0
31.01.2020,02:00,0,0,0,0
31.01.2020,03:00,0,0,0,0
31.01.2020,04:00,0,0,0,0
31.01.2020,05:00,0,0,0,0
31.01.2020,06:00,1,0,0,0
31.01.2020,07:00,250,13,0,253
31.01.2020,08:00,211,231,207,234
31.01.2020,09:00,201,223,198,226
31.01.2020,10:00,203,226,200,229
31.01.2020,11:00,186,217,184,219
31.01.2020,12:00,214,225,211,228
31.01.2020,13:00,51,121,1,7
31.01.2020,14:00,109,60,0,0
31.01.2020,15:00,166,17,0,0
31.01.2020,16:00,88,3,0,0
31.01.2020,17:00,104,0,15,0
31.01.2020,18:00,206,0,199,212
31.01.2020,19:00,88,0,1,1
31.01.2020,20:00,77,0,0,0
31.01.2020,21:00,15,0,0,0
31.01.2020,22:00,0,0,0,0
31.01.2020,23:00,0,0,0,0
01.02.2020,00:00,0,0,0,0
01.02.2020,01:00,0,0,0,0
01.02.2020,02:00,0,0,0,0
01.02.2020,03:00,0,0,0,0
01.02.2020,04:00,0,0,0,0
01.02.2020,05:00,0,0,0,0
01.02.2020,06:00,0,0,0,0
01.02.2020,07:00,0,0,0,0
01.02.2020,08:00,271,256,268,259
01.02.2020,09:00,204,233,201,236
01.02.2020,10:00,146,217,144,219
01.02.2020,11:00,249,246,246,249
01.02.2020,12:00,222,238,219,241
01.02.2020,13:00,0,2,79,169
01.02.2020,14:00,0,0,55,1
01.02.2020,15:00,0,0,140,0
01.02.2020,16:00,1,0,38,0
01.02.2020,17:00,220,227,217,229
01.02.2020,18:00,217,222,215,225
01.02.2020,19:00,216,217,212,220
01.02.2020,20:00,5,0,4,0
01.02.2020,21:00,0,0,0,0
01.02.2020,22:00,0,0,0,0
01.02.2020,23:00,0,0,0,0
02.02.2020,00:00,0,0,0,0
02.02.2020,01:00,0,0,0,0
02.02.2020,02:00,0,0,0,0
02.02.2020,03:00,0,0,0,0
02.02.2020,04:00,0,0,0,0
02.02.2020,05:00,0,0,0,0
02.02.2020,06:00,0,0,0,0
02.02.2020,07:00,0,0,0,0
02.02.2020,08:00,1,0,0,0
02.02.2020,09:00,98,0,0,0
02.02.2020,10:00,114,0,16,0
02.02.2020,11:00,244,218,241,241
02.02.2020,12:00,145,2,142,2
02.02.2020,13:00,11,0,87,0
02.02.2020,14:00,94,0,110,0
02.02.2020,15:00,161,0,155,34
02.02.2020,16:00,194,228,192,231
02.02.2020,17:00,215,231,212,233
02.02.2020,18:00,177,213,175,215
02.02.2020,19:00,193,221,190,223
02.02.2020,20:00,235,239,232,242
02.02.2020,21:00,151,3,0,196
02.02.2020,22:00,1,0,0,0
02.02.2020,23:00,0,0,0,0
03.02.2020,00:00,0,0,0,0
03.02.2020,01:00,0,0,0,0
03.02.2020,02:00,0,0,0,0
03.02.2020,03:00,0,0,0,0
03.02.2020,04:00,0,0,0,0
03.02.2020,05:00,0,0,0,0
03.02.2020,06:00,0,0,0,0
03.02.2020,07:00,225,0,0,250
03.02.2020,08:00,283,262,270,265
03.02.2020,09:00,232,246,229,249
03.02.2020,10:00,230,241,227,243
03.02.2020,11:00,64,14,1,5
03.02.2020,12:00,117,100,0,0
03.02.2020,13:00,88,0,0,0
03.02.2020,14:00,46,0,0,0
03.02.2020,15:00,125,0,18,0
03.02.2020,16:00,95,108,0,59
03.02.2020,17:00,239,244,236,247
03.02.2020,18:00,271,245,269,248
03.02.2020,19:00,254,233,251,236
03.02.2020,20:00,118,2,66,0
03.02.2020,21:00,1,0,0,0
03.02.2020,22:00,0,0,0,0
03.02.2020,23:00,0,0,0,0
04.02.2020,00:00,0,0,0,0
04.02.2020,01:00,0,0,0,0
04.02.2020,02:00,0,0,0,0
04.02.2020,03:00,0,0,0,0
04.02.2020,04:00,0,0,0,0
04.02.2020,05:00,0,0,0,0
04.02.2020,06:00,0,0,0,0
04.02.2020,07:00,19,0,0,0
04.02.2020,08:00,165,0,0,0
04.02.2020,09:00,116,0,0,0
04.02.2020,10:00,80,0,0,0
04.02.2020,11:00,94,0,0,0
04.02.2020,12:00,50,0,0,0
04.02.2020,13:00,81,0,0,0
04.02.2020,14:00,99,0,0,0
04.02.2020,15:00,112,19,0,0
04.02.2020,16:00,125,28,1,231
04.02.2020,17:00,208,237,206,239
04.02.2020,18:00,200,231,198,232
04.02.2020,19:00,236,241,232,244
04.02.2020,20:00,117,63,71,90
04.02.2020,21:00,110,0,102,0
04.02.2020,22:00,151,0,19,0
04.02.2020,23:00,0,0,0,0
05.02.2020,00:00,0,0,0,0
05.02.2020,01:00,0,0,0,0
05.02.2020,02:00,0,0,0,0
05.02.2020,03:00,0,0,0,0
05.02.2020,04:00,0,0,0,0
05.02.2020,05:00,0,0,0,0
05.02.2020,06:00,0,3,0,3
05.02.2020,07:00,207,250,0,249
05.02.2020,08:00,232,250,0,250
05.02.2020,09:00,216,239,202,242
05.02.2020,10:00,206,48,201,242
05.02.2020,11:00,211,0,206,7
05.02.2020,12:00,106,0,104,0
05.02.2020,13:00,72,0,0,0
05.02.2020,14:00,39,0,0,0
05.02.2020,15:00,10,0,0,0
05.02.2020,16:00,153,0,0,0
05.02.2020,17:00,253,11,228,231
05.02.2020,18:00,270,255,268,258
05.02.2020,19:00,183,211,180,213
05.02.2020,20:00,132,15,8,36
05.02.2020,21:00,0,0,0,0
05.02.2020,22:00,0,0,0,0
05.02.2020,23:00,0,0,0,0
06.02.2020,00:00,0,0,0,0
06.02.2020,01:00,0,0,0,0
06.02.2020,02:00,0,0,0,0
06.02.2020,03:00,0,0,0,0
06.02.2020,04:00,0,0,0,0
06.02.2020,05:00,0,0,0,0
06.02.2020,06:00,0,0,0,0
06.02.2020,07:00,216,246,213,248
06.02.2020,08:00,247,251,244,254
06.02.2020,09:00,235,246,232,249
06.02.2020,10:00,236,242,233,245
06.02.2020,11:00,158,170,1,4
06.02.2020,12:00,110,0,0,0
06.02.2020,13:00,78,0,0,0
06.02.2020,14:00,96,0,0,0
06.02.2020,15:00,124,0,0,0
06.02.2020,16:00,148,0,11,0
06.02.2020,17:00,208,0,91,92
06.02.2020,18:00,234,236,232,213
06.02.2020,19:00,227,180,223,233
06.02.2020,20:00,122,0,1,77
06.02.2020,21:00,0,0,0,0
06.02.2020,22:00,0,0,0,0
06.02.2020,23:00,0,0,0,0
07.02.2020,00:00,0,0,0,0
07.02.2020,01:00,0,0,0,0
07.02.2020,02:00,0,0,0,0
07.02.2020,03:00,0,0,0,0
07.02.2020,04:00,0,0,0,0
07.02.2020,05:00,0,0,0,0
07.02.2020,06:00,2,0,63,0
07.02.2020,07:00,275,262,271,265
07.02.2020,08:00,287,255,285,259
07.02.2020,09:00,149,218,147,220
07.02.2020,10:00,180,219,178,221
07.02.2020,11:00,93,209,136,211
07.02.2020,12:00,0,1,130,0
07.02.2020,13:00,0,0,68,0
07.02.2020,14:00,0,0,61,0
07.02.2020,15:00,0,0,64,0
07.02.2020,16:00,0,0,79,2
07.02.2020,17:00,0,234,233,237
07.02.2020,18:00,239,232,236,234
07.02.2020,19:00,166,186,170,192
07.02.2020,20:00,0,0,2,4
07.02.2020,21:00,0,0,100,0
07.02.2020,22:00,0,0,82,0
07.02.2020,23:00,0,0,0,0
08.02.2020,00:00,0,0,0,0
08.02.2020,01:00,0,0,0,0
08.02.2020,02:00,0,0,0,0
08.02.2020,03:00,0,0,0,0
08.02.2020,04:00,0,0,0,0
08.02.2020,05:00,0,0,0,0
08.02.2020,06:00,0,0,0,0
08.02.2020,07:00,80,0,0,54
08.02.2020,08:00,55,0,0,0
08.02.2020,09:00,82,0,0,0
08.02.2020,10:00,61,0,0,0
08.02.2020,11:00,43,0,0,0
08.02.2020,12:00,39,0,0,0
08.02.2020,13:00,39,0,0,0
08.02.2020,14:00,39,0,0,0
08.02.2020,15:00,158,0,0,0
08.02.2020,16:00,72,0,2,2
08.02.2020,17:00,256,241,253,243
08.02.2020,18:00,262,244,260,247
08.02.2020,19:00,254,243,251,246
08.02.2020,20:00,60,1,0,2
08.02.2020,21:00,78,0,0,0
08.02.2020,22:00,122,0,0,0
08.02.2020,23:00,80,0,0,0
09.02.2020,00:00,149,0,0,0
09.02.2020,01:00,151,0,0,0
09.02.2020,02:00,140,0,0,0
09.02.2020,03:00,124,0,0,0
09.02.2020,04:00,130,0,0,0
09.02.2020,05:00,134,0,0,0
09.02.2020,06:00,143,0,0,0
09.02.2020,07:00,47,0,0,0
09.02.2020,08:00,0,0,0,0
09.02.2020,09:00,0,0,0,0
09.02.2020,10:00,0,0,0,0
09.02.2020,11:00,0,0,0,0
09.02.2020,12:00,0,0,0,0
09.02.2020,13:00,0,0,0,0
09.02.2020,14:00,0,0,0,0
09.02.2020,15:00,0,0,0,0
09.02.2020,16:00,0,0,0,0
09.02.2020,17:00,1,0,1,0
09.02.2020,18:00,289,256,287,264
09.02.2020,19:00,281,255,280,259
09.02.2020,20:00,272,260,271,264
09.02.2020,21:00,3,3,4,3
09.02.2020,22:00,0,0,0,0
09.02.2020,23:00,0,0,0,0
10.02.2020,00:00,0,0,0,0
10.02.2020,01:00,0,0,0,0
10.02.2020,02:00,0,0,0,0
10.02.2020,03:00,0,0,0,0
10.02.2020,04:00,0,0,0,0
10.02.2020,05:00,0,0,0,0
10.02.2020,06:00,2,0,1,1
10.02.2020,07:00,242,250,238,257
10.02.2020,08:00,277,253,275,257
10.02.2020,09:00,284,261,282,264
10.02.2020,10:00,88,193,24,200
10.02.2020,11:00,8,0,0,0
10.02.2020,12:00,0,0,0,0
10.02.2020,13:00,0,0,0,0
10.02.2020,14:00,0,0,0,0
10.02.2020,15:00,0,3,0,0
10.02.2020,16:00,152,246,0,235
10.02.2020,17:00,216,240,0,239
10.02.2020,18:00,278,266,0,266
10.02.2020,19:00,241,248,0,248
10.02.2020,20:00,241,248,0,248
10.02.2020,21:00,237,241,0,240
10.02.2020,22:00,1,0,0,0
10.02.2020,23:00,0,0,0,0
11.02.2020,00:00,0,0,0,0
11.02.2020,01:00,0,0,0,0
11.02.2020,02:00,0,0,0,0
11.02.2020,03:00,0,0,0,0
11.02.2020,04:00,0,0,0,0
11.02.2020,05:00,0,0,0,0
11.02.2020,06:00,0,38,0,0
11.02.2020,07:00,100,193,0,165
11.02.2020,08:00,247,257,0,257
11.02.2020,09:00,282,256,0,257
11.02.2020,10:00,48,0,0,0
11.02.2020,11:00,0,0,0,0
11.02.2020,12:00,0,0,0,0
11.02.2020,13:00,0,0,0,0
11.02.2020,14:00,0,0,0,0
11.02.2020,15:00,37,57,0,0
11.02.2020,16:00,224,243,0,242
11.02.2020,17:00,252,256,0,256
11.02.2020,18:00,254,254,0,254
11.02.2020,19:00,285,248,0,250
11.02.2020,20:00,216,184,0,238
11.02.2020,21:00,148,61,0,187
11.02.2020,22:00,0,158,0,0
11.02.2020,23:00,0,0,0,0
12.02.2020,00:00,0,0,0,0
12.02.2020,01:00,0,0,0,0
12.02.2020,02:00,0,0,0,0
12.02.2020,03:00,0,0,0,0
12.02.2020,04:00,0,0,0,0
12.02.2020,05:00,0,0,0,0
12.02.2020,06:00,0,0,0,0
12.02.2020,07:00,0,0,0,0
12.02.2020,08:00,0,116,0,0
12.02.2020,09:00,0,151,0,0
12.02.2020,10:00,0,0,0,0
12.02.2020,11:00,0,0,0,0
12.02.2020,12:00,0,0,0,0
12.02.2020,13:00,0,0,0,0
12.02.2020,14:00,0,0,0,0
12.02.2020,15:00,0,188,0,0
12.02.2020,16:00,0,230,0,0
12.02.2020,17:00,241,258,0,258
12.02.2020,18:00,219,245,0,245
12.02.2020,19:00,212,241,0,240
12.02.2020,20:00,3,194,0,0
12.02.2020,21:00,0,2,0,0
12.02.2020,22:00,0,0,0,0
12.02.2020,23:00,0,0,0,0
13.02.2020,00:00,0,0,0,0
13.02.2020,01:00,0,0,0,0
13.02.2020,02:00,0,0,0,0
13.02.2020,03:00,0,0,0,0
13.02.2020,04:00,0,6,0,0
13.02.2020,05:00,1,102,0,0
13.02.2020,06:00,251,264,0,147
13.02.2020,07:00,245,261,0,260
13.02.2020,08:00,294,259,0,259
13.02.2020,09:00,220,249,0,0
13.02.2020,10:00,177,50,0,0
13.02.2020,11:00,208,0,0,0
13.02.2020,12:00,195,0,0,0
13.02.2020,13:00,47,0,0,0
13.02.2020,14:00,60,0,0,0
13.02.2020,15:00,175,0,0,0
13.02.2020,16:00,106,0,33,0
13.02.2020,17:00,217,176,66,182
13.02.2020,18:00,145,220,143,223
13.02.2020,19:00,166,208,164,210
13.02.2020,20:00,132,184,0,1
13.02.2020,21:00,93,3,3,0
13.02.2020,22:00,0,0,31,0
13.02.2020,23:00,0,0,0,0
14.02.2020,00:00,0,0,0,0
14.02.2020,01:00,0,0,0,0
14.02.2020,02:00,0,0,0,0
14.02.2020,03:00,0,0,0,0
14.02.2020,04:00,0,0,0,0
14.02.2020,05:00,0,0,0,0
14.02.2020,06:00,59,66,59,65
14.02.2020,07:00,275,262,271,265
14.02.2020,08:00,296,260,293,264
14.02.2020,09:00,288,269,286,273
14.02.2020,10:00,214,236,211,238
14.02.2020,11:00,198,187,39,226
14.02.2020,12:00,52,0,0,0
14.02.2020,13:00,139,0,0,0
14.02.2020,14:00,124,0,0,0
14.02.2020,15:00,39,0,0,0
14.02.2020,16:00,85,0,17,59
14.02.2020,17:00,201,0,194,217
14.02.2020,18:00,256,249,254,252
14.02.2020,19:00,168,189,1,188
14.02.2020,20:00,109,0,0,0
14.02.2020,21:00,114,0,0,0
14.02.2020,22:00,127,0,0,0
14.02.2020,23:00,125,0,0,0
15.02.2020,00:00,0,0,0,0
15.02.2020,01:00,57,0,0,0
15.02.2020,02:00,16,0,0,0
15.02.2020,03:00,0,0,0,0
15.02.2020,04:00,0,0,0,0
15.02.2020,05:00,0,0,0,0
15.02.2020,06:00,1,0,0,0
15.02.2020,07:00,262,0,0,0
15.02.2020,08:00,238,229,231,233
15.02.2020,09:00,182,200,1,199
15.02.2020,10:00,37,2,0,2
15.02.2020,11:00,5,0,0,0
15.02.2020,12:00,0,0,0,0
15.02.2020,13:00,0,0,0,0
15.02.2020,14:00,0,0,0,0
15.02.2020,15:00,0,0,0,0
15.02.2020,16:00,0,2,1,0
15.02.2020,17:00,247,236,244,239
15.02.2020,18:00,160,181,157,182
15.02.2020,19:00,63,0,0,0
15.02.2020,20:00,44,0,0,0
15.02.2020,21:00,40,0,0,0
15.02.2020,22:00,141,0,0,0
15.02.2020,23:00,41,0,0,0
16.02.2020,00:00,1,0,0,0
16.02.2020,01:00,0,0,0,0
16.02.2020,02:00,0,0,0,0
16.02.2020,03:00,0,0,0,0
16.02.2020,04:00,0,0,0,0
16.02.2020,05:00,0,0,0,0
16.02.2020,06:00,0,0,0,0
16.02.2020,07:00,0,0,0,0
16.02.2020,08:00,0,0,0,0
16.02.2020,09:00,0,0,0,0
16.02.2020,10:00,0,0,0,0
16.02.2020,11:00,0,0,0,0
16.02.2020,12:00,0,0,0,0
16.02.2020,13:00,0,0,0,0
16.02.2020,14:00,0,0,0,0
16.02.2020,15:00,0,0,1,0
16.02.2020,16:00,0,0,73,224
16.02.2020,17:00,1,226,41,224
16.02.2020,18:00,273,265,270,269
16.02.2020,19:00,160,223,158,225
16.02.2020,20:00,4,0,0,0
16.02.2020,21:00,0,0,0,0
16.02.2020,22:00,0,0,0,0
16.02.2020,23:00,0,0,0,0
17.02.2020,00:00,0,0,0,0
17.02.2020,01:00,0,0,0,0
17.02.2020,02:00,0,0,0,0
17.02.2020,03:00,0,0,0,0
17.02.2020,04:00,0,0,0,0
17.02.2020,05:00,0,0,0,0
17.02.2020,06:00,0,2,0,2
17.02.2020,07:00,258,266,254,268
17.02.2020,08:00,305,281,301,285
17.02.2020,09:00,297,277,294,280
17.02.2020,10:00,282,271,280,275
17.02.2020,11:00,2,230,208,232
17.02.2020,12:00,0,1,48,4
17.02.2020,13:00,0,0,1,0
17.02.2020,14:00,0,0,0,0
17.02.2020,15:00,0,2,0,0
17.02.2020,16:00,268,242,266,246
17.02.2020,17:00,264,234,261,237
17.02.2020,18:00,241,230,238,233
17.02.2020,19:00,207,212,204,215
17.02.2020,20:00,7,3,1,11
17.02.2020,21:00,0,0,0,0
17.02.2020,22:00,0,0,0,0
17.02.2020,23:00,0,0,0,0
18.02.2020,00:00,0,0,0,0
18.02.2020,01:00,0,0,0,0
18.02.2020,02:00,0,0,0,0
18.02.2020,03:00,0,0,0,0
18.02.2020,04:00,0,0,0,0
18.02.2020,05:00,0,0,0,0
18.02.2020,06:00,114,59,116,71
18.02.2020,07:00,175,218,173,220
18.02.2020,08:00,184,221,181,224
18.02.2020,09:00,60,55,113,55
