Datum,Uhrzeit,Generation_DE Gas0und0Dampfturbinen[MW],Generation_DE Niehl 3[MW]
01.01.2020,00:00,0,303
01.01.2020,01:00,0,306
01.01.2020,02:00,0,308
01.01.2020,03:00,0,308
01.01.2020,04:00,0,238
01.01.2020,05:00,0,254
01.01.2020,06:00,0,251
01.01.2020,07:00,0,290
01.01.2020,08:00,0,274
01.01.2020,09:00,0,275
01.01.2020,10:00,0,261
01.01.2020,11:00,0,276
01.01.2020,12:00,0,252
01.01.2020,13:00,0,240
01.01.2020,14:00,0,309
01.01.2020,15:00,0,306
01.01.2020,16:00,0,301
01.01.2020,17:00,0,302
01.01.2020,18:00,0,303
01.01.2020,19:00,0,288
01.01.2020,20:00,0,305
01.01.2020,21:00,0,310
01.01.2020,22:00,0,312
01.01.2020,23:00,0,281
02.01.2020,00:00,0,302
02.01.2020,01:00,0,321
02.01.2020,02:00,0,323
02.01.2020,03:00,0,252
02.01.2020,04:00,0,322
02.01.2020,05:00,0,315
02.01.2020,06:00,0,302
02.01.2020,07:00,0,302
02.01.2020,08:00,0,308
02.01.2020,09:00,0,312
02.01.2020,10:00,0,311
02.01.2020,11:00,0,308
02.01.2020,12:00,0,301
02.01.2020,13:00,0,299
02.01.2020,14:00,0,298
02.01.2020,15:00,0,295
02.01.2020,16:00,0,293
02.01.2020,17:00,0,306
02.01.2020,18:00,0,308
02.01.2020,19:00,0,294
02.01.2020,20:00,0,305
02.01.2020,21:00,0,310
02.01.2020,22:00,0,309
02.01.2020,23:00,0,202
03.01.2020,00:00,0,329
03.01.2020,01:00,0,157
03.01.2020,02:00,0,160
03.01.2020,03:00,0,159
03.01.2020,04:00,0,175
03.01.2020,05:00,0,203
03.01.2020,06:00,0,254
03.01.2020,07:00,0,243
03.01.2020,08:00,0,249
03.01.2020,09:00,0,283
03.01.2020,10:00,0,274
03.01.2020,11:00,0,271
03.01.2020,12:00,0,303
03.01.2020,13:00,0,307
03.01.2020,14:00,0,220
03.01.2020,15:00,0,205
03.01.2020,16:00,0,288
03.01.2020,17:00,0,202
03.01.2020,18:00,0,201
03.01.2020,19:00,0,190
03.01.2020,20:00,0,225
03.01.2020,21:00,0,174
03.01.2020,22:00,0,162
03.01.2020,23:00,0,139
04.01.2020,00:00,0,0
04.01.2020,01:00,0,0
04.01.2020,02:00,0,0
04.01.2020,03:00,0,0
04.01.2020,04:00,0,0
04.01.2020,05:00,0,0
04.01.2020,06:00,0,0
04.01.2020,07:00,0,0
04.01.2020,08:00,0,0
04.01.2020,09:00,0,0
04.01.2020,10:00,0,0
04.01.2020,11:00,0,0
04.01.2020,12:00,0,0
04.01.2020,13:00,0,0
04.01.2020,14:00,0,0
04.01.2020,15:00,0,0
04.01.2020,16:00,0,0
04.01.2020,17:00,0,0
04.01.2020,18:00,0,0
04.01.2020,19:00,0,0
04.01.2020,20:00,0,0
04.01.2020,21:00,0,0
04.01.2020,22:00,0,0
04.01.2020,23:00,0,0
05.01.2020,00:00,226,0
05.01.2020,01:00,228,0
05.01.2020,02:00,132,0
05.01.2020,03:00,206,0
05.01.2020,04:00,149,0
05.01.2020,05:00,179,0
05.01.2020,06:00,247,0
05.01.2020,07:00,248,0
05.01.2020,08:00,248,0
05.01.2020,09:00,250,0
05.01.2020,10:00,246,0
05.01.2020,11:00,248,0
05.01.2020,12:00,246,0
05.01.2020,13:00,246,0
05.01.2020,14:00,246,0
05.01.2020,15:00,246,0
05.01.2020,16:00,246,0
05.01.2020,17:00,246,0
05.01.2020,18:00,246,0
05.01.2020,19:00,246,0
05.01.2020,20:00,246,0
05.01.2020,21:00,247,0
05.01.2020,22:00,248,0
05.01.2020,23:00,250,0
06.01.2020,00:00,245,0
06.01.2020,01:00,185,0
06.01.2020,02:00,183,0
06.01.2020,03:00,187,0
06.01.2020,04:00,204,0
06.01.2020,05:00,244,0
06.01.2020,06:00,260,0
06.01.2020,07:00,268,0
06.01.2020,08:00,269,0
06.01.2020,09:00,270,0
06.01.2020,10:00,270,0
06.01.2020,11:00,262,0
06.01.2020,12:00,242,0
06.01.2020,13:00,242,0
06.01.2020,14:00,245,0
06.01.2020,15:00,244,0
06.01.2020,16:00,242,0
06.01.2020,17:00,253,0
06.01.2020,18:00,268,0
06.01.2020,19:00,268,0
06.01.2020,20:00,268,0
06.01.2020,21:00,269,0
06.01.2020,22:00,269,0
06.01.2020,23:00,266,0
07.01.2020,00:00,261,272
07.01.2020,01:00,203,140
07.01.2020,02:00,202,120
07.01.2020,03:00,129,120
07.01.2020,04:00,132,115
07.01.2020,05:00,205,155
07.01.2020,06:00,266,301
07.01.2020,07:00,267,289
07.01.2020,08:00,268,281
07.01.2020,09:00,268,281
07.01.2020,10:00,268,281
07.01.2020,11:00,268,286
07.01.2020,12:00,268,299
07.01.2020,13:00,268,311
07.01.2020,14:00,268,309
07.01.2020,15:00,267,290
07.01.2020,16:00,267,282
07.01.2020,17:00,268,264
07.01.2020,18:00,269,250
07.01.2020,19:00,269,239
07.01.2020,20:00,268,277
07.01.2020,21:00,228,208
07.01.2020,22:00,266,291
07.01.2020,23:00,234,139
08.01.2020,00:00,241,247
08.01.2020,01:00,124,118
08.01.2020,02:00,125,161
08.01.2020,03:00,164,165
08.01.2020,04:00,161,193
08.01.2020,05:00,213,330
08.01.2020,06:00,219,313
08.01.2020,07:00,265,292
08.01.2020,08:00,265,281
08.01.2020,09:00,265,270
08.01.2020,10:00,266,283
08.01.2020,11:00,266,284
08.01.2020,12:00,266,282
08.01.2020,13:00,266,285
08.01.2020,14:00,265,286
08.01.2020,15:00,265,285
08.01.2020,16:00,266,289
08.01.2020,17:00,266,279
08.01.2020,18:00,265,276
08.01.2020,19:00,266,284
08.01.2020,20:00,266,240
08.01.2020,21:00,266,281
08.01.2020,22:00,266,301
08.01.2020,23:00,266,302
09.01.2020,00:00,266,334
09.01.2020,01:00,266,344
09.01.2020,02:00,265,348
09.01.2020,03:00,251,329
09.01.2020,04:00,168,139
09.01.2020,05:00,263,330
09.01.2020,06:00,264,315
09.01.2020,07:00,263,292
09.01.2020,08:00,263,237
09.01.2020,09:00,263,199
09.01.2020,10:00,262,253
09.01.2020,11:00,212,206
09.01.2020,12:00,232,164
09.01.2020,13:00,147,207
09.01.2020,14:00,217,215
09.01.2020,15:00,260,243
09.01.2020,16:00,262,277
09.01.2020,17:00,262,273
09.01.2020,18:00,262,276
09.01.2020,19:00,262,281
09.01.2020,20:00,263,288
09.01.2020,21:00,263,295
09.01.2020,22:00,263,305
09.01.2020,23:00,263,306
10.01.2020,00:00,0,311
10.01.2020,01:00,213,235
10.01.2020,02:00,159,111
10.01.2020,03:00,126,95
10.01.2020,04:00,149,220
10.01.2020,05:00,261,325
10.01.2020,06:00,263,262
10.01.2020,07:00,264,286
10.01.2020,08:00,264,271
10.01.2020,09:00,264,278
10.01.2020,10:00,265,271
10.01.2020,11:00,265,206
10.01.2020,12:00,265,263
10.01.2020,13:00,265,284
10.01.2020,14:00,266,283
10.01.2020,15:00,266,188
10.01.2020,16:00,267,183
10.01.2020,17:00,267,167
10.01.2020,18:00,268,280
10.01.2020,19:00,269,279
10.01.2020,20:00,269,232
10.01.2020,21:00,270,212
10.01.2020,22:00,271,290
10.01.2020,23:00,271,316
11.01.2020,00:00,0,334
11.01.2020,01:00,0,345
11.01.2020,02:00,0,343
11.01.2020,03:00,0,241
11.01.2020,04:00,0,137
11.01.2020,05:00,0,252
11.01.2020,06:00,0,243
11.01.2020,07:00,0,250
11.01.2020,08:00,0,261
11.01.2020,09:00,0,302
11.01.2020,10:00,0,244
11.01.2020,11:00,0,198
11.01.2020,12:00,0,236
11.01.2020,13:00,0,170
11.01.2020,14:00,0,287
11.01.2020,15:00,0,287
11.01.2020,16:00,0,272
11.01.2020,17:00,0,239
11.01.2020,18:00,0,258
11.01.2020,19:00,0,230
11.01.2020,20:00,0,301
11.01.2020,21:00,0,304
11.01.2020,22:00,0,318
11.01.2020,23:00,0,299
12.01.2020,00:00,0,154
12.01.2020,01:00,0,173
12.01.2020,02:00,0,165
12.01.2020,03:00,0,211
12.01.2020,04:00,0,172
12.01.2020,05:00,0,202
12.01.2020,06:00,0,236
12.01.2020,07:00,0,268
12.01.2020,08:00,0,254
12.01.2020,09:00,0,280
12.01.2020,10:00,0,282
12.01.2020,11:00,0,268
12.01.2020,12:00,0,256
12.01.2020,13:00,0,286
12.01.2020,14:00,0,245
12.01.2020,15:00,0,178
12.01.2020,16:00,0,208
12.01.2020,17:00,0,197
12.01.2020,18:00,0,256
12.01.2020,19:00,0,304
12.01.2020,20:00,0,189
12.01.2020,21:00,0,185
12.01.2020,22:00,0,159
12.01.2020,23:00,0,234
13.01.2020,00:00,0,148
13.01.2020,01:00,0,314
13.01.2020,02:00,0,133
13.01.2020,03:00,0,197
13.01.2020,04:00,0,148
13.01.2020,05:00,0,185
13.01.2020,06:00,0,307
13.01.2020,07:00,0,290
13.01.2020,08:00,0,284
13.01.2020,09:00,0,280
13.01.2020,10:00,0,278
13.01.2020,11:00,0,277
13.01.2020,12:00,0,286
13.01.2020,13:00,0,283
13.01.2020,14:00,0,282
13.01.2020,15:00,0,284
13.01.2020,16:00,0,281
13.01.2020,17:00,0,278
13.01.2020,18:00,0,240
13.01.2020,19:00,0,253
13.01.2020,20:00,0,157
13.01.2020,21:00,0,191
13.01.2020,22:00,0,298
13.01.2020,23:00,0,282
14.01.2020,00:00,0,225
14.01.2020,01:00,0,264
14.01.2020,02:00,0,93
14.01.2020,03:00,0,100
14.01.2020,04:00,0,189
14.01.2020,05:00,0,251
14.01.2020,06:00,0,174
14.01.2020,07:00,0,281
14.01.2020,08:00,0,263
14.01.2020,09:00,0,199
14.01.2020,10:00,0,227
14.01.2020,11:00,0,166
14.01.2020,12:00,0,138
14.01.2020,13:00,0,212
14.01.2020,14:00,0,267
14.01.2020,15:00,0,233
14.01.2020,16:00,0,244
14.01.2020,17:00,0,249
14.01.2020,18:00,0,283
14.01.2020,19:00,0,299
14.01.2020,20:00,0,240
14.01.2020,21:00,0,234
14.01.2020,22:00,0,204
14.01.2020,23:00,0,114
15.01.2020,00:00,0,113
15.01.2020,01:00,0,292
15.01.2020,02:00,0,113
15.01.2020,03:00,0,236
15.01.2020,04:00,0,223
15.01.2020,05:00,0,164
15.01.2020,06:00,0,321
15.01.2020,07:00,0,318
15.01.2020,08:00,0,305
15.01.2020,09:00,0,300
15.01.2020,10:00,0,246
15.01.2020,11:00,0,299
15.01.2020,12:00,0,262
15.01.2020,13:00,0,227
15.01.2020,14:00,0,294
15.01.2020,15:00,0,295
15.01.2020,16:00,0,298
15.01.2020,17:00,0,298
15.01.2020,18:00,0,279
15.01.2020,19:00,0,266
15.01.2020,20:00,0,310
15.01.2020,21:00,0,168
15.01.2020,22:00,0,349
15.01.2020,23:00,0,357
16.01.2020,00:00,24,359
16.01.2020,01:00,62,342
16.01.2020,02:00,61,338
16.01.2020,03:00,61,342
16.01.2020,04:00,61,349
16.01.2020,05:00,142,345
16.01.2020,06:00,266,311
16.01.2020,07:00,0,280
16.01.2020,08:00,271,269
16.01.2020,09:00,271,276
16.01.2020,10:00,267,284
16.01.2020,11:00,266,290
16.01.2020,12:00,265,212
16.01.2020,13:00,265,266
16.01.2020,14:00,264,281
16.01.2020,15:00,0,281
16.01.2020,16:00,265,279
16.01.2020,17:00,265,280
16.01.2020,18:00,266,268
16.01.2020,19:00,266,277
16.01.2020,20:00,266,264
16.01.2020,21:00,266,217
16.01.2020,22:00,266,294
16.01.2020,23:00,263,243
17.01.2020,00:00,191,123
17.01.2020,01:00,150,154
17.01.2020,02:00,0,173
17.01.2020,03:00,213,259
17.01.2020,04:00,217,211
17.01.2020,05:00,257,283
17.01.2020,06:00,256,260
17.01.2020,07:00,262,286
17.01.2020,08:00,261,266
17.01.2020,09:00,261,261
17.01.2020,10:00,260,231
17.01.2020,11:00,262,272
17.01.2020,12:00,259,236
17.01.2020,13:00,262,274
17.01.2020,14:00,262,274
17.01.2020,15:00,262,275
17.01.2020,16:00,262,273
17.01.2020,17:00,262,277
17.01.2020,18:00,262,274
17.01.2020,19:00,261,259
17.01.2020,20:00,255,203
17.01.2020,21:00,161,132
17.01.2020,22:00,0,176
17.01.2020,23:00,206,220
18.01.2020,00:00,187,145
18.01.2020,01:00,178,323
18.01.2020,02:00,150,234
18.01.2020,03:00,162,184
18.01.2020,04:00,258,327
18.01.2020,05:00,192,240
18.01.2020,06:00,218,172
18.01.2020,07:00,264,318
18.01.2020,08:00,263,308
18.01.2020,09:00,265,301
18.01.2020,10:00,264,303
18.01.2020,11:00,258,281
18.01.2020,12:00,264,293
18.01.2020,13:00,265,297
18.01.2020,14:00,257,278
18.01.2020,15:00,260,286
18.01.2020,16:00,263,299
18.01.2020,17:00,0,0
18.01.2020,18:00,260,281
18.01.2020,19:00,257,268
18.01.2020,20:00,264,302
18.01.2020,21:00,256,290
18.01.2020,22:00,265,319
18.01.2020,23:00,260,319
19.01.2020,00:00,268,338
19.01.2020,01:00,269,304
19.01.2020,02:00,269,348
19.01.2020,03:00,270,349
19.01.2020,04:00,270,331
19.01.2020,05:00,0,306
19.01.2020,06:00,269,336
19.01.2020,07:00,269,337
19.01.2020,08:00,269,318
19.01.2020,09:00,269,331
19.01.2020,10:00,270,329
19.01.2020,11:00,268,321
19.01.2020,12:00,268,315
19.01.2020,13:00,267,317
19.01.2020,14:00,266,322
19.01.2020,15:00,266,322
19.01.2020,16:00,265,314
19.01.2020,17:00,265,311
19.01.2020,18:00,265,314
19.01.2020,19:00,266,313
19.01.2020,20:00,266,314
19.01.2020,21:00,267,316
19.01.2020,22:00,268,320
19.01.2020,23:00,268,309
20.01.2020,00:00,269,354
20.01.2020,01:00,269,357
20.01.2020,02:00,270,359
20.01.2020,03:00,272,360
20.01.2020,04:00,269,353
20.01.2020,05:00,270,343
20.01.2020,06:00,272,319
20.01.2020,07:00,0,293
20.01.2020,08:00,273,288
20.01.2020,09:00,274,284
20.01.2020,10:00,272,277
20.01.2020,11:00,272,283
20.01.2020,12:00,242,277
20.01.2020,13:00,271,292
20.01.2020,14:00,271,286
20.01.2020,15:00,271,295
20.01.2020,16:00,271,293
20.01.2020,17:00,270,279
20.01.2020,18:00,226,277
20.01.2020,19:00,182,284
20.01.2020,20:00,182,290
20.01.2020,21:00,179,290
20.01.2020,22:00,136,267
20.01.2020,23:00,143,312
21.01.2020,00:00,213,235
21.01.2020,01:00,205,239
21.01.2020,02:00,195,241
21.01.2020,03:00,195,249
21.01.2020,04:00,205,248
21.01.2020,05:00,214,246
21.01.2020,06:00,218,309
21.01.2020,07:00,267,291
21.01.2020,08:00,268,290
21.01.2020,09:00,268,291
21.01.2020,10:00,268,292
21.01.2020,11:00,267,292
21.01.2020,12:00,266,293
21.01.2020,13:00,0,295
21.01.2020,14:00,265,295
21.01.2020,15:00,264,294
21.01.2020,16:00,259,287
21.01.2020,17:00,0,286
21.01.2020,18:00,214,288
21.01.2020,19:00,207,290
21.01.2020,20:00,150,294
21.01.2020,21:00,149,300
21.01.2020,22:00,140,305
21.01.2020,23:00,139,292
22.01.2020,00:00,123,316
22.01.2020,01:00,123,319
22.01.2020,02:00,124,329
22.01.2020,03:00,123,331
22.01.2020,04:00,123,325
22.01.2020,05:00,0,319
22.01.2020,06:00,147,302
22.01.2020,07:00,260,293
22.01.2020,08:00,261,283
22.01.2020,09:00,261,277
22.01.2020,10:00,261,281
22.01.2020,11:00,262,279
22.01.2020,12:00,264,281
22.01.2020,13:00,265,288
22.01.2020,14:00,264,288
22.01.2020,15:00,264,287
22.01.2020,16:00,266,287
22.01.2020,17:00,267,285
22.01.2020,18:00,267,285
22.01.2020,19:00,267,287
22.01.2020,20:00,267,294
22.01.2020,21:00,267,300
22.01.2020,22:00,267,307
22.01.2020,23:00,263,312
23.01.2020,00:00,215,238
23.01.2020,01:00,215,242
23.01.2020,02:00,215,251
23.01.2020,03:00,215,253
23.01.2020,04:00,215,252
23.01.2020,05:00,218,250
23.01.2020,06:00,264,312
23.01.2020,07:00,266,289
23.01.2020,08:00,266,284
23.01.2020,09:00,266,283
23.01.2020,10:00,266,280
23.01.2020,11:00,266,280
23.01.2020,12:00,266,279
23.01.2020,13:00,266,280
23.01.2020,14:00,266,284
23.01.2020,15:00,266,287
23.01.2020,16:00,265,289
23.01.2020,17:00,266,280
23.01.2020,18:00,266,281
23.01.2020,19:00,266,283
23.01.2020,20:00,267,285
23.01.2020,21:00,267,290
23.01.2020,22:00,267,298
23.01.2020,23:00,263,306
24.01.2020,00:00,219,264
24.01.2020,01:00,219,273
24.01.2020,02:00,218,242
24.01.2020,03:00,219,268
24.01.2020,04:00,0,277
24.01.2020,05:00,221,269
24.01.2020,06:00,253,290
24.01.2020,07:00,263,275
24.01.2020,08:00,263,276
24.01.2020,09:00,263,274
24.01.2020,10:00,264,271
24.01.2020,11:00,264,271
24.01.2020,12:00,266,266
24.01.2020,13:00,267,268
24.01.2020,14:00,267,266
24.01.2020,15:00,267,268
24.01.2020,16:00,267,267
24.01.2020,17:00,267,264
24.01.2020,18:00,267,268
24.01.2020,19:00,267,271
24.01.2020,20:00,267,279
24.01.2020,21:00,268,288
24.01.2020,22:00,260,296
24.01.2020,23:00,242,311
25.01.2020,00:00,261,314
25.01.2020,01:00,207,232
25.01.2020,02:00,207,241
25.01.2020,03:00,207,246
25.01.2020,04:00,207,250
25.01.2020,05:00,207,246
25.01.2020,06:00,213,247
25.01.2020,07:00,265,319
25.01.2020,08:00,266,303
25.01.2020,09:00,267,288
25.01.2020,10:00,267,274
25.01.2020,11:00,267,273
25.01.2020,12:00,266,276
25.01.2020,13:00,266,280
25.01.2020,14:00,265,282
25.01.2020,15:00,265,281
25.01.2020,16:00,265,280
25.01.2020,17:00,265,279
25.01.2020,18:00,264,290
25.01.2020,19:00,263,291
25.01.2020,20:00,264,296
25.01.2020,21:00,263,301
25.01.2020,22:00,264,306
25.01.2020,23:00,258,308
26.01.2020,00:00,0,0
26.01.2020,01:00,200,0
26.01.2020,02:00,204,0
26.01.2020,03:00,204,0
26.01.2020,04:00,204,0
26.01.2020,05:00,204,0
26.01.2020,06:00,204,0
26.01.2020,07:00,209,0
26.01.2020,08:00,263,0
26.01.2020,09:00,265,0
26.01.2020,10:00,264,0
26.01.2020,11:00,264,0
26.01.2020,12:00,257,0
26.01.2020,13:00,0,0
26.01.2020,14:00,204,0
26.01.2020,15:00,260,0
26.01.2020,16:00,261,0
26.01.2020,17:00,260,0
26.01.2020,18:00,228,0
26.01.2020,19:00,226,0
26.01.2020,20:00,195,0
26.01.2020,21:00,189,0
26.01.2020,22:00,193,0
26.01.2020,23:00,243,0
27.01.2020,00:00,244,0
27.01.2020,01:00,243,0
27.01.2020,02:00,208,0
27.01.2020,03:00,155,0
27.01.2020,04:00,215,0
27.01.2020,05:00,239,0
27.01.2020,06:00,238,0
27.01.2020,07:00,240,0
27.01.2020,08:00,239,0
27.01.2020,09:00,239,0
27.01.2020,10:00,180,0
27.01.2020,11:00,240,0
27.01.2020,12:00,238,0
27.01.2020,13:00,236,0
27.01.2020,14:00,236,0
27.01.2020,15:00,237,0
27.01.2020,16:00,237,0
27.01.2020,17:00,237,0
27.01.2020,18:00,240,0
27.01.2020,19:00,240,0
27.01.2020,20:00,244,0
27.01.2020,21:00,245,0
27.01.2020,22:00,245,0
27.01.2020,23:00,239,0
28.01.2020,00:00,0,0
28.01.2020,01:00,0,0
28.01.2020,02:00,0,0
28.01.2020,03:00,0,0
28.01.2020,04:00,0,0
28.01.2020,05:00,0,0
28.01.2020,06:00,0,0
28.01.2020,07:00,0,0
28.01.2020,08:00,0,0
28.01.2020,09:00,0,0
28.01.2020,10:00,0,0
28.01.2020,11:00,0,0
28.01.2020,12:00,0,0
28.01.2020,13:00,0,0
28.01.2020,14:00,0,0
28.01.2020,15:00,0,0
28.01.2020,16:00,0,0
28.01.2020,17:00,0,0
28.01.2020,18:00,0,0
28.01.2020,19:00,0,0
28.01.2020,20:00,0,0
28.01.2020,21:00,0,0
28.01.2020,22:00,0,0
28.01.2020,23:00,0,0
29.01.2020,00:00,0,229
29.01.2020,01:00,0,307
29.01.2020,02:00,0,313
29.01.2020,03:00,0,313
29.01.2020,04:00,0,251
29.01.2020,05:00,0,290
29.01.2020,06:00,0,259
29.01.2020,07:00,0,270
29.01.2020,08:00,0,272
29.01.2020,09:00,0,267
29.01.2020,10:00,0,263
29.01.2020,11:00,0,267
29.01.2020,12:00,0,274
29.01.2020,13:00,0,274
29.01.2020,14:00,0,273
29.01.2020,15:00,0,199
29.01.2020,16:00,0,266
29.01.2020,17:00,0,271
29.01.2020,18:00,0,266
29.01.2020,19:00,0,272
29.01.2020,20:00,0,273
29.01.2020,21:00,0,164
29.01.2020,22:00,0,134
29.01.2020,23:00,0,120
30.01.2020,00:00,0,189
30.01.2020,01:00,0,199
30.01.2020,02:00,0,229
30.01.2020,03:00,0,146
30.01.2020,04:00,0,159
30.01.2020,05:00,0,261
30.01.2020,06:00,0,252
30.01.2020,07:00,0,262
30.01.2020,08:00,0,210
30.01.2020,09:00,0,233
30.01.2020,10:00,0,181
30.01.2020,11:00,0,152
30.01.2020,12:00,0,196
30.01.2020,13:00,0,139
30.01.2020,14:00,0,228
30.01.2020,15:00,0,263
30.01.2020,16:00,0,201
30.01.2020,17:00,0,267
