Datum,Uhrzeit,Generation_DE KKE[MW]
01.03.2020,12:00,1278
01.03.2020,13:00,1079
01.03.2020,14:00,1072
01.03.2020,15:00,1134
01.03.2020,16:00,1305
01.03.2020,17:00,1316
01.03.2020,18:00,1314
01.03.2020,19:00,1315
01.03.2020,20:00,1316
01.03.2020,21:00,1317
01.03.2020,22:00,1317
01.03.2020,23:00,1315
02.03.2020,00:00,1348
02.03.2020,01:00,1353
02.03.2020,02:00,1355
02.03.2020,03:00,1355
02.03.2020,04:00,1352
02.03.2020,05:00,1351
02.03.2020,06:00,1352
02.03.2020,07:00,1352
02.03.2020,08:00,1352
02.03.2020,09:00,1352
02.03.2020,10:00,1353
02.03.2020,11:00,1353
02.03.2020,12:00,1351
02.03.2020,13:00,1350
02.03.2020,14:00,1348
02.03.2020,15:00,1348
02.03.2020,16:00,1349
02.03.2020,17:00,1349
02.03.2020,18:00,1349
02.03.2020,19:00,1349
02.03.2020,20:00,1350
02.03.2020,21:00,1349
02.03.2020,22:00,1347
02.03.2020,23:00,1350
03.03.2020,00:00,1350
03.03.2020,01:00,1350
03.03.2020,02:00,1353
03.03.2020,03:00,1352
03.03.2020,04:00,1351
03.03.2020,05:00,1353
03.03.2020,06:00,1353
03.03.2020,07:00,1353
03.03.2020,08:00,1356
03.03.2020,09:00,1356
03.03.2020,10:00,1354
03.03.2020,11:00,1351
03.03.2020,12:00,1352
03.03.2020,13:00,1350
03.03.2020,14:00,1350
03.03.2020,15:00,1351
03.03.2020,16:00,1350
03.03.2020,17:00,1351
03.03.2020,18:00,1351
03.03.2020,19:00,1355
03.03.2020,20:00,1354
03.03.2020,21:00,1352
03.03.2020,22:00,1354
03.03.2020,23:00,1351
04.03.2020,00:00,1351
04.03.2020,01:00,1353
04.03.2020,02:00,1352
04.03.2020,03:00,1351
04.03.2020,04:00,1351
04.03.2020,05:00,1355
04.03.2020,06:00,1354
04.03.2020,07:00,1353
04.03.2020,08:00,1352
04.03.2020,09:00,1353
04.03.2020,10:00,1354
04.03.2020,11:00,1352
04.03.2020,12:00,1351
04.03.2020,13:00,1349
04.03.2020,14:00,1348
04.03.2020,15:00,1348
04.03.2020,16:00,1349
04.03.2020,17:00,1350
04.03.2020,18:00,1351
04.03.2020,19:00,1355
04.03.2020,20:00,1354
04.03.2020,21:00,1353
04.03.2020,22:00,1355
04.03.2020,23:00,1355
05.03.2020,00:00,1354
05.03.2020,01:00,1354
05.03.2020,02:00,1355
05.03.2020,03:00,1354
05.03.2020,04:00,1354
05.03.2020,05:00,1357
05.03.2020,06:00,1357
05.03.2020,07:00,1356
05.03.2020,08:00,1353
05.03.2020,09:00,1353
05.03.2020,10:00,1352
05.03.2020,11:00,1351
05.03.2020,12:00,1351
05.03.2020,13:00,1350
05.03.2020,14:00,1350
05.03.2020,15:00,1349
05.03.2020,16:00,1348
05.03.2020,17:00,1348
05.03.2020,18:00,1349
05.03.2020,19:00,1349
05.03.2020,20:00,1348
05.03.2020,21:00,1348
05.03.2020,22:00,1350
05.03.2020,23:00,1349
06.03.2020,00:00,1350
06.03.2020,01:00,1350
06.03.2020,02:00,1349
06.03.2020,03:00,1350
06.03.2020,04:00,1354
06.03.2020,05:00,1354
06.03.2020,06:00,1353
06.03.2020,07:00,1350
06.03.2020,08:00,1350
06.03.2020,09:00,1352
06.03.2020,10:00,1352
06.03.2020,11:00,1352
06.03.2020,12:00,1351
06.03.2020,13:00,1350
06.03.2020,14:00,1350
06.03.2020,15:00,1349
06.03.2020,16:00,1349
06.03.2020,17:00,1350
06.03.2020,18:00,1351
06.03.2020,19:00,1352
06.03.2020,20:00,1353
06.03.2020,21:00,1354
06.03.2020,22:00,1354
06.03.2020,23:00,1354
07.03.2020,00:00,1355
07.03.2020,01:00,1354
07.03.2020,02:00,1350
07.03.2020,03:00,1350
07.03.2020,04:00,1350
07.03.2020,05:00,1352
07.03.2020,06:00,1354
07.03.2020,07:00,1353
07.03.2020,08:00,1352
07.03.2020,09:00,1351
07.03.2020,10:00,1352
07.03.2020,11:00,1351
07.03.2020,12:00,1351
07.03.2020,13:00,1350
07.03.2020,14:00,1350
07.03.2020,15:00,1350
07.03.2020,16:00,1350
07.03.2020,17:00,1349
07.03.2020,18:00,1349
07.03.2020,19:00,1349
07.03.2020,20:00,1347
07.03.2020,21:00,1346
07.03.2020,22:00,1346
07.03.2020,23:00,1346
08.03.2020,00:00,1344
08.03.2020,01:00,1346
08.03.2020,02:00,1347
08.03.2020,03:00,1347
08.03.2020,04:00,1347
08.03.2020,05:00,1348
08.03.2020,06:00,1349
08.03.2020,07:00,1346
08.03.2020,08:00,1344
08.03.2020,09:00,1344
08.03.2020,10:00,1344
08.03.2020,11:00,1207
08.03.2020,12:00,1006
08.03.2020,13:00,832
08.03.2020,14:00,835
08.03.2020,15:00,1029
08.03.2020,16:00,1186
08.03.2020,17:00,1303
08.03.2020,18:00,1338
08.03.2020,19:00,1340
08.03.2020,20:00,1339
08.03.2020,21:00,1338
08.03.2020,22:00,1342
08.03.2020,23:00,1344
09.03.2020,00:00,1344
09.03.2020,01:00,1345
09.03.2020,02:00,1348
09.03.2020,03:00,1347
09.03.2020,04:00,1346
09.03.2020,05:00,1346
09.03.2020,06:00,1345
09.03.2020,07:00,1346
09.03.2020,08:00,1349
09.03.2020,09:00,1347
09.03.2020,10:00,1344
09.03.2020,11:00,1347
09.03.2020,12:00,1348
09.03.2020,13:00,1348
09.03.2020,14:00,1347
09.03.2020,15:00,1348
09.03.2020,16:00,1348
09.03.2020,17:00,1348
09.03.2020,18:00,1348
09.03.2020,19:00,1350
09.03.2020,20:00,1352
09.03.2020,21:00,1350
09.03.2020,22:00,1349
09.03.2020,23:00,1345
10.03.2020,00:00,1344
10.03.2020,01:00,1348
10.03.2020,02:00,1348
10.03.2020,03:00,1348
10.03.2020,04:00,1226
10.03.2020,05:00,1209
10.03.2020,06:00,1335
10.03.2020,07:00,1344
10.03.2020,08:00,1344
10.03.2020,09:00,1343
10.03.2020,10:00,1340
10.03.2020,11:00,1338
10.03.2020,12:00,1338
10.03.2020,13:00,1336
10.03.2020,14:00,1335
10.03.2020,15:00,1335
10.03.2020,16:00,1335
10.03.2020,17:00,1334
10.03.2020,18:00,1333
10.03.2020,19:00,1333
10.03.2020,20:00,1332
10.03.2020,21:00,1331
10.03.2020,22:00,1301
10.03.2020,23:00,1016
11.03.2020,00:00,832
11.03.2020,01:00,831
11.03.2020,02:00,902
11.03.2020,03:00,1137
11.03.2020,04:00,1319
11.03.2020,05:00,1339
11.03.2020,06:00,1342
11.03.2020,07:00,1343
11.03.2020,08:00,1341
11.03.2020,09:00,1344
11.03.2020,10:00,1344
11.03.2020,11:00,1342
11.03.2020,12:00,1339
11.03.2020,13:00,1339
11.03.2020,14:00,1338
11.03.2020,15:00,1338
11.03.2020,16:00,1338
11.03.2020,17:00,1337
11.03.2020,18:00,1336
11.03.2020,19:00,1336
11.03.2020,20:00,1336
11.03.2020,21:00,1336
11.03.2020,22:00,1336
11.03.2020,23:00,1336
12.03.2020,00:00,1337
12.03.2020,01:00,1332
12.03.2020,02:00,1176
12.03.2020,03:00,838
12.03.2020,04:00,882
12.03.2020,05:00,1208
12.03.2020,06:00,1312
12.03.2020,07:00,1330
12.03.2020,08:00,1340
12.03.2020,09:00,1340
12.03.2020,10:00,1334
12.03.2020,11:00,1106
12.03.2020,12:00,1303
12.03.2020,13:00,1297
12.03.2020,14:00,1191
12.03.2020,15:00,1190
12.03.2020,16:00,1194
12.03.2020,17:00,1335
12.03.2020,18:00,1343
12.03.2020,19:00,1344
12.03.2020,20:00,1345
12.03.2020,21:00,1345
12.03.2020,22:00,1345
12.03.2020,23:00,1346
13.03.2020,00:00,1348
13.03.2020,01:00,1350
13.03.2020,02:00,1350
13.03.2020,03:00,1348
13.03.2020,04:00,1347
13.03.2020,05:00,1347
13.03.2020,06:00,1346
13.03.2020,07:00,1345
13.03.2020,08:00,1347
13.03.2020,09:00,1347
13.03.2020,10:00,1346
13.03.2020,11:00,1343
13.03.2020,12:00,1340
13.03.2020,13:00,1137
13.03.2020,14:00,1018
13.03.2020,15:00,962
13.03.2020,16:00,1190
13.03.2020,17:00,1328
13.03.2020,18:00,1344
13.03.2020,19:00,1345
13.03.2020,20:00,1347
13.03.2020,21:00,1348
13.03.2020,22:00,1351
13.03.2020,23:00,1349
14.03.2020,00:00,1349
14.03.2020,01:00,1350
14.03.2020,02:00,1350
14.03.2020,03:00,1352
14.03.2020,04:00,1354
14.03.2020,05:00,1356
14.03.2020,06:00,1358
14.03.2020,07:00,1355
14.03.2020,08:00,1357
14.03.2020,09:00,1354
14.03.2020,10:00,1351
14.03.2020,11:00,1349
14.03.2020,12:00,1349
14.03.2020,13:00,1347
14.03.2020,14:00,1349
14.03.2020,15:00,1349
14.03.2020,16:00,1348
14.03.2020,17:00,1348
14.03.2020,18:00,1348
14.03.2020,19:00,1346
14.03.2020,20:00,1347
14.03.2020,21:00,1346
14.03.2020,22:00,1344
14.03.2020,23:00,1346
15.03.2020,00:00,1347
15.03.2020,01:00,1345
15.03.2020,02:00,1345
15.03.2020,03:00,1344
15.03.2020,04:00,1343
15.03.2020,05:00,1325
15.03.2020,06:00,1249
15.03.2020,07:00,882
15.03.2020,08:00,833
15.03.2020,09:00,834
15.03.2020,10:00,835
15.03.2020,11:00,833
15.03.2020,12:00,836
15.03.2020,13:00,834
15.03.2020,14:00,836
15.03.2020,15:00,917
15.03.2020,16:00,1081
15.03.2020,17:00,1315
15.03.2020,18:00,1328
15.03.2020,19:00,1337
15.03.2020,20:00,1338
15.03.2020,21:00,1340
15.03.2020,22:00,1339
15.03.2020,23:00,1339
16.03.2020,00:00,1340
16.03.2020,01:00,1339
16.03.2020,02:00,1340
16.03.2020,03:00,1341
16.03.2020,04:00,1343
16.03.2020,05:00,1345
16.03.2020,06:00,1348
16.03.2020,07:00,1347
16.03.2020,08:00,1348
16.03.2020,09:00,1350
16.03.2020,10:00,1350
16.03.2020,11:00,1350
16.03.2020,12:00,1348
16.03.2020,13:00,1341
16.03.2020,14:00,1341
16.03.2020,15:00,1345
16.03.2020,16:00,1343
16.03.2020,17:00,1344
16.03.2020,18:00,1344
16.03.2020,19:00,1345
16.03.2020,20:00,1346
16.03.2020,21:00,1347
16.03.2020,22:00,1345
16.03.2020,23:00,1347
17.03.2020,00:00,1348
17.03.2020,01:00,1349
17.03.2020,02:00,1348
17.03.2020,03:00,1351
17.03.2020,04:00,1351
17.03.2020,05:00,1351
17.03.2020,06:00,1350
17.03.2020,07:00,1351
17.03.2020,08:00,1351
17.03.2020,09:00,1349
17.03.2020,10:00,1348
17.03.2020,11:00,1345
17.03.2020,12:00,1344
17.03.2020,13:00,1342
17.03.2020,14:00,1341
17.03.2020,15:00,1343
17.03.2020,16:00,1343
17.03.2020,17:00,1343
17.03.2020,18:00,1343
17.03.2020,19:00,1343
17.03.2020,20:00,1346
17.03.2020,21:00,1343
17.03.2020,22:00,1342
17.03.2020,23:00,1342
18.03.2020,00:00,1345
18.03.2020,01:00,1344
18.03.2020,02:00,1344
18.03.2020,03:00,1345
18.03.2020,04:00,1344
18.03.2020,05:00,1344
18.03.2020,06:00,1344
18.03.2020,07:00,1343
18.03.2020,08:00,1345
18.03.2020,09:00,1345
18.03.2020,10:00,1343
18.03.2020,11:00,1338
18.03.2020,12:00,1337
18.03.2020,13:00,1339
18.03.2020,14:00,1337
18.03.2020,15:00,1334
18.03.2020,16:00,1333
18.03.2020,17:00,1334
18.03.2020,18:00,1337
18.03.2020,19:00,1338
18.03.2020,20:00,1338
18.03.2020,21:00,1338
18.03.2020,22:00,1340
18.03.2020,23:00,1341
19.03.2020,00:00,1340
19.03.2020,01:00,1342
19.03.2020,02:00,1343
19.03.2020,03:00,1343
19.03.2020,04:00,1343
19.03.2020,05:00,1343
19.03.2020,06:00,1345
19.03.2020,07:00,1345
19.03.2020,08:00,1346
19.03.2020,09:00,1349
19.03.2020,10:00,1348
19.03.2020,11:00,1348
19.03.2020,12:00,1348
19.03.2020,13:00,1348
19.03.2020,14:00,1348
19.03.2020,15:00,1346
19.03.2020,16:00,1348
19.03.2020,17:00,1348
19.03.2020,18:00,1347
19.03.2020,19:00,1346
19.03.2020,20:00,1345
19.03.2020,21:00,1349
19.03.2020,22:00,1349
19.03.2020,23:00,1349
20.03.2020,00:00,1350
20.03.2020,01:00,1349
20.03.2020,02:00,1349
20.03.2020,03:00,1351
20.03.2020,04:00,1351
20.03.2020,05:00,1348
20.03.2020,06:00,1350
20.03.2020,07:00,1351
20.03.2020,08:00,1351
20.03.2020,09:00,1350
20.03.2020,10:00,1350
20.03.2020,11:00,1350
20.03.2020,12:00,1348
20.03.2020,13:00,1349
20.03.2020,14:00,1349
20.03.2020,15:00,1348
20.03.2020,16:00,1349
20.03.2020,17:00,1349
20.03.2020,18:00,1349
20.03.2020,19:00,1349
20.03.2020,20:00,1350
20.03.2020,21:00,1350
20.03.2020,22:00,1351
20.03.2020,23:00,1349
21.03.2020,00:00,1350
21.03.2020,01:00,1350
21.03.2020,02:00,1350
21.03.2020,03:00,1352
21.03.2020,04:00,1355
21.03.2020,05:00,1360
21.03.2020,06:00,1360
21.03.2020,07:00,1360
21.03.2020,08:00,1357
21.03.2020,09:00,1355
21.03.2020,10:00,1318
21.03.2020,11:00,1161
21.03.2020,12:00,1251
21.03.2020,13:00,1302
21.03.2020,14:00,1345
21.03.2020,15:00,1346
21.03.2020,16:00,1348
21.03.2020,17:00,1350
21.03.2020,18:00,1347
21.03.2020,19:00,1349
21.03.2020,20:00,1350
21.03.2020,21:00,1352
21.03.2020,22:00,1352
21.03.2020,23:00,1351
22.03.2020,00:00,1352
22.03.2020,01:00,1352
22.03.2020,02:00,1352
22.03.2020,03:00,1352
22.03.2020,04:00,1352
22.03.2020,05:00,1353
22.03.2020,06:00,1352
22.03.2020,07:00,1352
22.03.2020,08:00,1341
22.03.2020,09:00,1058
22.03.2020,10:00,838
22.03.2020,11:00,837
22.03.2020,12:00,837
22.03.2020,13:00,838
22.03.2020,14:00,837
22.03.2020,15:00,837
22.03.2020,16:00,891
22.03.2020,17:00,1148
22.03.2020,18:00,1343
22.03.2020,19:00,1349
22.03.2020,20:00,1348
22.03.2020,21:00,1349
22.03.2020,22:00,1349
22.03.2020,23:00,1349
23.03.2020,00:00,1349
23.03.2020,01:00,1351
23.03.2020,02:00,1356
23.03.2020,03:00,1359
23.03.2020,04:00,1360
23.03.2020,05:00,1356
23.03.2020,06:00,1357
23.03.2020,07:00,1357
23.03.2020,08:00,1355
23.03.2020,09:00,1305
23.03.2020,10:00,1041
23.03.2020,11:00,834
23.03.2020,12:00,833
23.03.2020,13:00,947
23.03.2020,14:00,1222
23.03.2020,15:00,1339
23.03.2020,16:00,1349
23.03.2020,17:00,1349
23.03.2020,18:00,1348
23.03.2020,19:00,1348
23.03.2020,20:00,1350
23.03.2020,21:00,1352
23.03.2020,22:00,1353
23.03.2020,23:00,1354
24.03.2020,00:00,1353
24.03.2020,01:00,1355
24.03.2020,02:00,1354
24.03.2020,03:00,1356
24.03.2020,04:00,1357
24.03.2020,05:00,1357
24.03.2020,06:00,1356
24.03.2020,07:00,1356
24.03.2020,08:00,1354
24.03.2020,09:00,1355
24.03.2020,10:00,1354
24.03.2020,11:00,1352
24.03.2020,12:00,1351
24.03.2020,13:00,1350
24.03.2020,14:00,1352
24.03.2020,15:00,1351
24.03.2020,16:00,1349
24.03.2020,17:00,1350
24.03.2020,18:00,1350
24.03.2020,19:00,1350
24.03.2020,20:00,1349
24.03.2020,21:00,1352
24.03.2020,22:00,1351
24.03.2020,23:00,1353
25.03.2020,00:00,1356
25.03.2020,01:00,1355
25.03.2020,02:00,1355
25.03.2020,03:00,1356
25.03.2020,04:00,1357
25.03.2020,05:00,1357
25.03.2020,06:00,1358
25.03.2020,07:00,1359
25.03.2020,08:00,1357
25.03.2020,09:00,1355
25.03.2020,10:00,1353
25.03.2020,11:00,1353
25.03.2020,12:00,1353
25.03.2020,13:00,1350
25.03.2020,14:00,1349
25.03.2020,15:00,1349
25.03.2020,16:00,1347
25.03.2020,17:00,1347
25.03.2020,18:00,1348
25.03.2020,19:00,1350
25.03.2020,20:00,1351
25.03.2020,21:00,1351
25.03.2020,22:00,1350
25.03.2020,23:00,1351
26.03.2020,00:00,1353
26.03.2020,01:00,1355
26.03.2020,02:00,1356
26.03.2020,03:00,1357
26.03.2020,04:00,1358
26.03.2020,05:00,1359
26.03.2020,06:00,1359
26.03.2020,07:00,1359
26.03.2020,08:00,1358
26.03.2020,09:00,1358
26.03.2020,10:00,1354
26.03.2020,11:00,1351
26.03.2020,12:00,1350
26.03.2020,13:00,1349
26.03.2020,14:00,1349
26.03.2020,15:00,1348
26.03.2020,16:00,1348
26.03.2020,17:00,1347
26.03.2020,18:00,1347
26.03.2020,19:00,1347
26.03.2020,20:00,1351
26.03.2020,21:00,1352
26.03.2020,22:00,1350
26.03.2020,23:00,1349
27.03.2020,00:00,1351
27.03.2020,01:00,1353
27.03.2020,02:00,1355
27.03.2020,03:00,1354
27.03.2020,04:00,1355
27.03.2020,05:00,1354
27.03.2020,06:00,1356
27.03.2020,07:00,1356
27.03.2020,08:00,1355
27.03.2020,09:00,1353
27.03.2020,10:00,1350
27.03.2020,11:00,1345
27.03.2020,12:00,1341
27.03.2020,13:00,1341
27.03.2020,14:00,1341
27.03.2020,15:00,1335
27.03.2020,16:00,1331
27.03.2020,17:00,1332
27.03.2020,18:00,1336
27.03.2020,19:00,1339
27.03.2020,20:00,1339
27.03.2020,21:00,1340
27.03.2020,22:00,1340
27.03.2020,23:00,1343
28.03.2020,00:00,1349
28.03.2020,01:00,1348
28.03.2020,02:00,1348
28.03.2020,03:00,1350
28.03.2020,04:00,1352
28.03.2020,05:00,1355
28.03.2020,06:00,1354
28.03.2020,07:00,1351
28.03.2020,08:00,1353
28.03.2020,09:00,1351
28.03.2020,10:00,1326
28.03.2020,11:00,1275
28.03.2020,12:00,1274
28.03.2020,13:00,1274
28.03.2020,14:00,1275
28.03.2020,15:00,1275
28.03.2020,16:00,1306
28.03.2020,17:00,1339
28.03.2020,18:00,1341
28.03.2020,19:00,1343
28.03.2020,20:00,1344
28.03.2020,21:00,1346
28.03.2020,22:00,1352
28.03.2020,23:00,1354
29.03.2020,00:00,1355
29.03.2020,01:00,1354
29.03.2020,03:00,1352
29.03.2020,04:00,1353
29.03.2020,05:00,1354
29.03.2020,06:00,1354
29.03.2020,07:00,1355
29.03.2020,08:00,1354
29.03.2020,09:00,1353
29.03.2020,10:00,1354
29.03.2020,11:00,1353
29.03.2020,12:00,1350
29.03.2020,13:00,1352
29.03.2020,14:00,1352
29.03.2020,15:00,1352
29.03.2020,16:00,1352
29.03.2020,17:00,1351
29.03.2020,18:00,1351
29.03.2020,19:00,1351
29.03.2020,20:00,1355
29.03.2020,21:00,1356
29.03.2020,22:00,1358
29.03.2020,23:00,1358
30.03.2020,00:00,1357
30.03.2020,01:00,1356
30.03.2020,02:00,1356
30.03.2020,03:00,1357
30.03.2020,04:00,1359
30.03.2020,05:00,1360
30.03.2020,06:00,1357
30.03.2020,07:00,1358
30.03.2020,08:00,1357
30.03.2020,09:00,1354
30.03.2020,10:00,1353
30.03.2020,11:00,1351
30.03.2020,12:00,1351
30.03.2020,13:00,1351
30.03.2020,14:00,1352
30.03.2020,15:00,1351
30.03.2020,16:00,1350
30.03.2020,17:00,1349
30.03.2020,18:00,1348
30.03.2020,19:00,1345
30.03.2020,20:00,1350
30.03.2020,21:00,1354
30.03.2020,22:00,1354
30.03.2020,23:00,1352
31.03.2020,00:00,1355
31.03.2020,01:00,1353
31.03.2020,02:00,1356
31.03.2020,03:00,1357
31.03.2020,04:00,1357
31.03.2020,05:00,1358
31.03.2020,06:00,1358
31.03.2020,07:00,1358
31.03.2020,08:00,1357
31.03.2020,09:00,1357
31.03.2020,10:00,1358
31.03.2020,11:00,1357
31.03.2020,12:00,1356
31.03.2020,13:00,1356
31.03.2020,14:00,1356
31.03.2020,15:00,1354
31.03.2020,16:00,1353
31.03.2020,17:00,1355
31.03.2020,18:00,1356
