Datum,Uhrzeit,Generation_DE Klingenberg[MW]
21.03.2020,05:00,87
21.03.2020,06:00,87
21.03.2020,07:00,102
21.03.2020,08:00,123
21.03.2020,09:00,77
21.03.2020,10:00,68
21.03.2020,11:00,79
21.03.2020,12:00,82
21.03.2020,13:00,83
21.03.2020,14:00,83
21.03.2020,15:00,83
21.03.2020,16:00,86
21.03.2020,17:00,109
21.03.2020,18:00,125
21.03.2020,19:00,133
21.03.2020,20:00,133
21.03.2020,21:00,134
21.03.2020,22:00,133
21.03.2020,23:00,136
22.03.2020,00:00,128
22.03.2020,01:00,128
22.03.2020,02:00,128
22.03.2020,03:00,127
22.03.2020,04:00,128
22.03.2020,05:00,128
22.03.2020,06:00,128
22.03.2020,07:00,128
22.03.2020,08:00,128
22.03.2020,09:00,111
22.03.2020,10:00,93
22.03.2020,11:00,86
22.03.2020,12:00,87
22.03.2020,13:00,87
22.03.2020,14:00,81
22.03.2020,15:00,78
22.03.2020,16:00,83
22.03.2020,17:00,123
22.03.2020,18:00,134
22.03.2020,19:00,133
22.03.2020,20:00,133
22.03.2020,21:00,134
22.03.2020,22:00,133
22.03.2020,23:00,133
23.03.2020,00:00,133
23.03.2020,01:00,133
23.03.2020,02:00,133
23.03.2020,03:00,133
23.03.2020,04:00,133
23.03.2020,05:00,133
23.03.2020,06:00,133
23.03.2020,07:00,132
23.03.2020,08:00,132
23.03.2020,09:00,132
23.03.2020,10:00,131
23.03.2020,11:00,130
23.03.2020,12:00,119
23.03.2020,13:00,100
23.03.2020,14:00,87
23.03.2020,15:00,87
23.03.2020,16:00,87
23.03.2020,17:00,89
23.03.2020,18:00,107
23.03.2020,19:00,107
23.03.2020,20:00,107
23.03.2020,21:00,107
23.03.2020,22:00,107
23.03.2020,23:00,115
24.03.2020,00:00,118
24.03.2020,01:00,127
24.03.2020,02:00,133
24.03.2020,03:00,132
24.03.2020,04:00,133
24.03.2020,05:00,133
24.03.2020,06:00,132
24.03.2020,07:00,132
24.03.2020,08:00,132
24.03.2020,09:00,132
24.03.2020,10:00,118
24.03.2020,11:00,79
24.03.2020,12:00,77
24.03.2020,13:00,78
24.03.2020,14:00,78
24.03.2020,15:00,75
24.03.2020,16:00,73
24.03.2020,17:00,72
24.03.2020,18:00,73
24.03.2020,19:00,73
24.03.2020,20:00,82
24.03.2020,21:00,87
24.03.2020,22:00,88
24.03.2020,23:00,88
25.03.2020,00:00,88
25.03.2020,01:00,88
25.03.2020,02:00,105
25.03.2020,03:00,122
25.03.2020,04:00,122
25.03.2020,05:00,122
25.03.2020,06:00,122
25.03.2020,07:00,122
25.03.2020,08:00,122
25.03.2020,09:00,122
25.03.2020,10:00,122
25.03.2020,11:00,122
25.03.2020,12:00,122
25.03.2020,13:00,115
25.03.2020,14:00,112
25.03.2020,15:00,113
25.03.2020,16:00,112
25.03.2020,17:00,112
25.03.2020,18:00,105
25.03.2020,19:00,117
25.03.2020,20:00,117
25.03.2020,21:00,117
25.03.2020,22:00,108
25.03.2020,23:00,103
26.03.2020,00:00,95
26.03.2020,01:00,93
26.03.2020,02:00,102
26.03.2020,03:00,126
26.03.2020,04:00,133
26.03.2020,05:00,133
26.03.2020,06:00,133
26.03.2020,07:00,133
26.03.2020,08:00,133
26.03.2020,09:00,125
26.03.2020,10:00,111
26.03.2020,11:00,109
26.03.2020,12:00,108
26.03.2020,13:00,91
26.03.2020,14:00,83
26.03.2020,15:00,83
26.03.2020,16:00,78
26.03.2020,17:00,86
26.03.2020,18:00,107
26.03.2020,19:00,119
26.03.2020,20:00,118
26.03.2020,21:00,118
26.03.2020,22:00,115
26.03.2020,23:00,85
27.03.2020,00:00,85
27.03.2020,01:00,85
27.03.2020,02:00,85
27.03.2020,03:00,104
27.03.2020,04:00,118
27.03.2020,05:00,131
27.03.2020,06:00,132
27.03.2020,07:00,132
27.03.2020,08:00,132
27.03.2020,09:00,132
27.03.2020,10:00,117
27.03.2020,11:00,75
27.03.2020,12:00,56
27.03.2020,13:00,53
27.03.2020,14:00,61
27.03.2020,15:00,63
27.03.2020,16:00,63
27.03.2020,17:00,66
27.03.2020,18:00,84
27.03.2020,19:00,84
27.03.2020,20:00,103
27.03.2020,21:00,131
27.03.2020,22:00,121
27.03.2020,23:00,102
28.03.2020,00:00,92
28.03.2020,01:00,82
28.03.2020,02:00,82
28.03.2020,03:00,83
28.03.2020,04:00,93
28.03.2020,05:00,102
28.03.2020,06:00,102
28.03.2020,07:00,117
28.03.2020,08:00,122
28.03.2020,09:00,101
28.03.2020,10:00,98
28.03.2020,11:00,95
28.03.2020,12:00,69
28.03.2020,13:00,51
28.03.2020,14:00,49
28.03.2020,15:00,49
28.03.2020,16:00,49
28.03.2020,17:00,72
28.03.2020,18:00,112
28.03.2020,19:00,138
28.03.2020,20:00,138
28.03.2020,21:00,138
28.03.2020,22:00,127
28.03.2020,23:00,124
29.03.2020,00:00,124
29.03.2020,01:00,124
29.03.2020,03:00,124
29.03.2020,04:00,124
29.03.2020,05:00,133
29.03.2020,06:00,133
29.03.2020,07:00,133
29.03.2020,08:00,133
29.03.2020,09:00,133
29.03.2020,10:00,133
29.03.2020,11:00,134
29.03.2020,12:00,134
29.03.2020,13:00,134
29.03.2020,14:00,134
29.03.2020,15:00,134
29.03.2020,16:00,134
29.03.2020,17:00,134
29.03.2020,18:00,134
29.03.2020,19:00,134
29.03.2020,20:00,134
29.03.2020,21:00,134
29.03.2020,22:00,134
29.03.2020,23:00,134
30.03.2020,00:00,134
30.03.2020,01:00,134
30.03.2020,02:00,133
30.03.2020,03:00,133
30.03.2020,04:00,133
30.03.2020,05:00,133
30.03.2020,06:00,133
30.03.2020,07:00,133
30.03.2020,08:00,133
30.03.2020,09:00,133
30.03.2020,10:00,133
30.03.2020,11:00,133
30.03.2020,12:00,133
30.03.2020,13:00,124
30.03.2020,14:00,123
30.03.2020,15:00,123
30.03.2020,16:00,123
30.03.2020,17:00,124
30.03.2020,18:00,137
30.03.2020,19:00,138
30.03.2020,20:00,138
30.03.2020,21:00,138
30.03.2020,22:00,137
30.03.2020,23:00,116
31.03.2020,00:00,115
31.03.2020,01:00,114
31.03.2020,02:00,114
31.03.2020,03:00,115
31.03.2020,04:00,123
31.03.2020,05:00,128
31.03.2020,06:00,129
31.03.2020,07:00,129
31.03.2020,08:00,129
31.03.2020,09:00,124
31.03.2020,10:00,117
31.03.2020,11:00,107
31.03.2020,12:00,96
31.03.2020,13:00,96
31.03.2020,14:00,96
31.03.2020,15:00,96
31.03.2020,16:00,96
31.03.2020,17:00,96
31.03.2020,18:00,96
31.03.2020,19:00,122
31.03.2020,20:00,129
31.03.2020,21:00,129
31.03.2020,22:00,128
31.03.2020,23:00,127
01.04.2020,00:00,128
01.04.2020,01:00,127
01.04.2020,02:00,127
01.04.2020,03:00,126
01.04.2020,04:00,127
01.04.2020,05:00,127
01.04.2020,06:00,127
01.04.2020,07:00,127
01.04.2020,08:00,126
01.04.2020,09:00,126
01.04.2020,10:00,107
01.04.2020,11:00,103
01.04.2020,12:00,77
01.04.2020,13:00,74
01.04.2020,14:00,74
01.04.2020,15:00,74
01.04.2020,16:00,87
01.04.2020,17:00,88
01.04.2020,18:00,97
01.04.2020,19:00,114
01.04.2020,20:00,119
01.04.2020,21:00,118
01.04.2020,22:00,101
01.04.2020,23:00,101
02.04.2020,00:00,89
02.04.2020,01:00,87
02.04.2020,02:00,87
02.04.2020,03:00,87
02.04.2020,04:00,87
02.04.2020,05:00,100
02.04.2020,06:00,108
02.04.2020,07:00,108
02.04.2020,08:00,119
02.04.2020,09:00,123
02.04.2020,10:00,124
02.04.2020,11:00,119
02.04.2020,12:00,106
02.04.2020,13:00,104
02.04.2020,14:00,104
02.04.2020,15:00,97
02.04.2020,16:00,103
02.04.2020,17:00,106
02.04.2020,18:00,114
02.04.2020,19:00,115
02.04.2020,20:00,115
02.04.2020,21:00,121
02.04.2020,22:00,124
02.04.2020,23:00,123
03.04.2020,00:00,86
03.04.2020,01:00,85
03.04.2020,02:00,91
03.04.2020,03:00,92
03.04.2020,04:00,95
03.04.2020,05:00,102
03.04.2020,06:00,110
03.04.2020,07:00,110
03.04.2020,08:00,110
03.04.2020,09:00,110
03.04.2020,10:00,111
03.04.2020,11:00,111
03.04.2020,12:00,105
03.04.2020,13:00,103
03.04.2020,14:00,103
03.04.2020,15:00,104
03.04.2020,16:00,91
03.04.2020,17:00,86
03.04.2020,18:00,88
03.04.2020,19:00,105
03.04.2020,20:00,105
03.04.2020,21:00,105
03.04.2020,22:00,105
03.04.2020,23:00,105
04.04.2020,00:00,106
04.04.2020,01:00,106
04.04.2020,02:00,106
04.04.2020,03:00,106
04.04.2020,04:00,106
04.04.2020,05:00,106
04.04.2020,06:00,126
04.04.2020,07:00,133
04.04.2020,08:00,133
04.04.2020,09:00,124
04.04.2020,10:00,124
04.04.2020,11:00,123
04.04.2020,12:00,108
04.04.2020,13:00,84
04.04.2020,14:00,89
04.04.2020,15:00,91
04.04.2020,16:00,91
04.04.2020,17:00,104
04.04.2020,18:00,105
04.04.2020,19:00,110
04.04.2020,20:00,119
04.04.2020,21:00,119
04.04.2020,22:00,119
04.04.2020,23:00,119
05.04.2020,00:00,119
05.04.2020,01:00,119
05.04.2020,02:00,119
05.04.2020,03:00,119
05.04.2020,04:00,120
05.04.2020,05:00,125
05.04.2020,06:00,124
05.04.2020,07:00,124
05.04.2020,08:00,124
05.04.2020,09:00,98
05.04.2020,10:00,87
05.04.2020,11:00,87
05.04.2020,12:00,86
05.04.2020,13:00,86
05.04.2020,14:00,84
05.04.2020,15:00,64
05.04.2020,16:00,63
05.04.2020,17:00,64
05.04.2020,18:00,83
05.04.2020,19:00,91
05.04.2020,20:00,91
05.04.2020,21:00,91
05.04.2020,22:00,91
05.04.2020,23:00,91
06.04.2020,00:00,91
06.04.2020,01:00,101
06.04.2020,02:00,101
06.04.2020,03:00,103
06.04.2020,04:00,111
06.04.2020,05:00,119
06.04.2020,06:00,119
06.04.2020,07:00,119
06.04.2020,08:00,119
06.04.2020,09:00,119
06.04.2020,10:00,117
06.04.2020,11:00,98
06.04.2020,12:00,85
06.04.2020,13:00,73
06.04.2020,14:00,73
06.04.2020,15:00,73
06.04.2020,16:00,64
06.04.2020,17:00,64
06.04.2020,18:00,64
06.04.2020,19:00,64
06.04.2020,20:00,72
06.04.2020,21:00,88
06.04.2020,22:00,91
06.04.2020,23:00,74
07.04.2020,00:00,64
07.04.2020,01:00,64
07.04.2020,02:00,64
07.04.2020,03:00,67
07.04.2020,04:00,75
07.04.2020,05:00,91
07.04.2020,06:00,100
07.04.2020,07:00,103
07.04.2020,08:00,103
07.04.2020,09:00,95
07.04.2020,10:00,94
07.04.2020,11:00,82
07.04.2020,12:00,73
07.04.2020,13:00,63
07.04.2020,14:00,63
07.04.2020,15:00,63
07.04.2020,16:00,64
07.04.2020,17:00,64
07.04.2020,18:00,64
07.04.2020,19:00,64
07.04.2020,20:00,79
07.04.2020,21:00,81
07.04.2020,22:00,81
07.04.2020,23:00,69
08.04.2020,00:00,68
08.04.2020,01:00,67
08.04.2020,02:00,67
08.04.2020,03:00,70
08.04.2020,04:00,81
08.04.2020,05:00,99
08.04.2020,06:00,100
08.04.2020,07:00,104
08.04.2020,08:00,104
08.04.2020,09:00,104
08.04.2020,10:00,86
08.04.2020,11:00,86
08.04.2020,12:00,74
08.04.2020,13:00,60
08.04.2020,14:00,53
08.04.2020,15:00,54
08.04.2020,16:00,53
08.04.2020,17:00,53
08.04.2020,18:00,54
08.04.2020,19:00,53
08.04.2020,20:00,74
08.04.2020,21:00,80
08.04.2020,22:00,68
08.04.2020,23:00,67
09.04.2020,00:00,63
09.04.2020,01:00,63
09.04.2020,02:00,63
09.04.2020,03:00,64
09.04.2020,04:00,73
09.04.2020,05:00,82
09.04.2020,06:00,86
09.04.2020,07:00,86
09.04.2020,08:00,86
09.04.2020,09:00,86
09.04.2020,10:00,73
09.04.2020,11:00,52
09.04.2020,12:00,50
09.04.2020,13:00,50
09.04.2020,14:00,53
09.04.2020,15:00,59
09.04.2020,16:00,59
09.04.2020,17:00,59
09.04.2020,18:00,60
09.04.2020,19:00,93
09.04.2020,20:00,100
09.04.2020,21:00,100
09.04.2020,22:00,100
09.04.2020,23:00,101
10.04.2020,00:00,101
10.04.2020,01:00,100
10.04.2020,02:00,100
10.04.2020,03:00,103
10.04.2020,04:00,119
10.04.2020,05:00,119
10.04.2020,06:00,127
10.04.2020,07:00,127
10.04.2020,08:00,115
10.04.2020,09:00,99
10.04.2020,10:00,80
10.04.2020,11:00,77
10.04.2020,12:00,76
10.04.2020,13:00,70
10.04.2020,14:00,63
10.04.2020,15:00,62
10.04.2020,16:00,62
10.04.2020,17:00,63
10.04.2020,18:00,62
10.04.2020,19:00,63
10.04.2020,20:00,63
10.04.2020,21:00,62
10.04.2020,22:00,62
10.04.2020,23:00,71
11.04.2020,00:00,75
11.04.2020,01:00,82
11.04.2020,02:00,82
11.04.2020,03:00,82
11.04.2020,04:00,106
11.04.2020,05:00,110
11.04.2020,06:00,110
11.04.2020,07:00,109
11.04.2020,08:00,110
11.04.2020,09:00,110
11.04.2020,10:00,110
11.04.2020,11:00,100
11.04.2020,12:00,93
11.04.2020,13:00,77
11.04.2020,14:00,78
11.04.2020,15:00,78
11.04.2020,16:00,77
11.04.2020,17:00,77
11.04.2020,18:00,77
11.04.2020,19:00,77
11.04.2020,20:00,77
11.04.2020,21:00,77
11.04.2020,22:00,77
11.04.2020,23:00,77
12.04.2020,00:00,78
12.04.2020,01:00,78
12.04.2020,02:00,78
12.04.2020,03:00,82
12.04.2020,04:00,108
12.04.2020,05:00,110
12.04.2020,06:00,100
12.04.2020,07:00,89
12.04.2020,08:00,82
12.04.2020,09:00,75
12.04.2020,10:00,67
12.04.2020,11:00,64
12.04.2020,12:00,64
12.04.2020,13:00,64
12.04.2020,14:00,64
12.04.2020,15:00,55
12.04.2020,16:00,50
12.04.2020,17:00,49
12.04.2020,18:00,49
12.04.2020,19:00,49
12.04.2020,20:00,49
12.04.2020,21:00,49
12.04.2020,22:00,49
12.04.2020,23:00,49
13.04.2020,00:00,49
13.04.2020,01:00,50
13.04.2020,02:00,50
13.04.2020,03:00,50
13.04.2020,04:00,50
13.04.2020,05:00,50
13.04.2020,06:00,59
13.04.2020,07:00,59
13.04.2020,08:00,59
13.04.2020,09:00,59
13.04.2020,10:00,60
13.04.2020,11:00,60
13.04.2020,12:00,53
13.04.2020,13:00,53
13.04.2020,14:00,53
13.04.2020,15:00,53
13.04.2020,16:00,53
13.04.2020,17:00,58
13.04.2020,18:00,84
13.04.2020,19:00,100
13.04.2020,20:00,101
13.04.2020,21:00,119
13.04.2020,22:00,102
13.04.2020,23:00,101
14.04.2020,00:00,101
14.04.2020,01:00,101
14.04.2020,02:00,101
14.04.2020,03:00,111
14.04.2020,04:00,126
14.04.2020,05:00,133
14.04.2020,06:00,133
14.04.2020,07:00,133
14.04.2020,08:00,133
14.04.2020,09:00,133
14.04.2020,10:00,119
14.04.2020,11:00,97
14.04.2020,12:00,82
14.04.2020,13:00,71
14.04.2020,14:00,71
14.04.2020,15:00,75
14.04.2020,16:00,107
14.04.2020,17:00,108
14.04.2020,18:00,107
14.04.2020,19:00,108
14.04.2020,20:00,108
14.04.2020,21:00,109
14.04.2020,22:00,108
14.04.2020,23:00,94
15.04.2020,00:00,72
15.04.2020,01:00,72
15.04.2020,02:00,72
15.04.2020,03:00,71
15.04.2020,04:00,79
15.04.2020,05:00,95
15.04.2020,06:00,95
15.04.2020,07:00,82
15.04.2020,08:00,81
15.04.2020,09:00,82
15.04.2020,10:00,82
15.04.2020,11:00,82
15.04.2020,12:00,82
15.04.2020,13:00,82
15.04.2020,14:00,82
15.04.2020,15:00,62
15.04.2020,16:00,54
15.04.2020,17:00,54
15.04.2020,18:00,55
15.04.2020,19:00,79
15.04.2020,20:00,87
15.04.2020,21:00,86
15.04.2020,22:00,86
15.04.2020,23:00,73
16.04.2020,00:00,73
16.04.2020,01:00,73
16.04.2020,02:00,73
16.04.2020,03:00,74
16.04.2020,04:00,87
16.04.2020,05:00,87
16.04.2020,06:00,87
16.04.2020,07:00,87
16.04.2020,08:00,83
16.04.2020,09:00,81
16.04.2020,10:00,82
16.04.2020,11:00,72
16.04.2020,12:00,56
16.04.2020,13:00,55
16.04.2020,14:00,55
16.04.2020,15:00,55
16.04.2020,16:00,55
16.04.2020,17:00,55
16.04.2020,18:00,55
16.04.2020,19:00,55
16.04.2020,20:00,55
16.04.2020,21:00,55
16.04.2020,22:00,55
16.04.2020,23:00,55
17.04.2020,00:00,55
17.04.2020,01:00,55
17.04.2020,02:00,55
17.04.2020,03:00,59
17.04.2020,04:00,74
17.04.2020,05:00,69
17.04.2020,06:00,86
17.04.2020,07:00,87
17.04.2020,08:00,87
17.04.2020,09:00,87
17.04.2020,10:00,87
17.04.2020,11:00,78
17.04.2020,12:00,59
17.04.2020,13:00,58
17.04.2020,14:00,58
17.04.2020,15:00,51
17.04.2020,16:00,50
17.04.2020,17:00,50
17.04.2020,18:00,50
17.04.2020,19:00,50
17.04.2020,20:00,50
17.04.2020,21:00,50
17.04.2020,22:00,49
17.04.2020,23:00,50
18.04.2020,00:00,50
18.04.2020,01:00,50
18.04.2020,02:00,50
18.04.2020,03:00,51
18.04.2020,04:00,59
18.04.2020,05:00,59
18.04.2020,06:00,59
18.04.2020,07:00,73
18.04.2020,08:00,68
18.04.2020,09:00,59
18.04.2020,10:00,57
18.04.2020,11:00,49
18.04.2020,12:00,49
18.04.2020,13:00,49
18.04.2020,14:00,49
18.04.2020,15:00,49
18.04.2020,16:00,49
18.04.2020,17:00,49
18.04.2020,18:00,49
18.04.2020,19:00,49
18.04.2020,20:00,50
18.04.2020,21:00,49
18.04.2020,22:00,55
18.04.2020,23:00,59
19.04.2020,00:00,59
19.04.2020,01:00,59
19.04.2020,02:00,59
19.04.2020,03:00,60
19.04.2020,04:00,64
19.04.2020,05:00,71
19.04.2020,06:00,64
19.04.2020,07:00,52
19.04.2020,08:00,44
19.04.2020,09:00,44
19.04.2020,10:00,60
19.04.2020,11:00,67
19.04.2020,12:00,45
19.04.2020,13:00,44
19.04.2020,14:00,38
19.04.2020,15:00,38
19.04.2020,16:00,38
19.04.2020,17:00,43
19.04.2020,18:00,69
19.04.2020,19:00,77
19.04.2020,20:00,77
19.04.2020,21:00,77
19.04.2020,22:00,77
19.04.2020,23:00,53
20.04.2020,00:00,53
20.04.2020,01:00,76
20.04.2020,02:00,78
20.04.2020,03:00,64
20.04.2020,04:00,29
20.04.2020,05:00,76
20.04.2020,06:00,77
20.04.2020,07:00,77
20.04.2020,08:00,77
20.04.2020,09:00,77
20.04.2020,10:00,77
20.04.2020,11:00,54
20.04.2020,12:00,51
20.04.2020,13:00,43
20.04.2020,14:00,36
20.04.2020,15:00,30
20.04.2020,16:00,30
20.04.2020,17:00,30
20.04.2020,18:00,30
20.04.2020,19:00,45
20.04.2020,20:00,56
20.04.2020,21:00,56
20.04.2020,22:00,56
20.04.2020,23:00,39
21.04.2020,00:00,39
21.04.2020,01:00,42
21.04.2020,02:00,42
21.04.2020,03:00,50
21.04.2020,04:00,42
21.04.2020,05:00,49
21.04.2020,06:00,66
21.04.2020,07:00,75
21.04.2020,08:00,78
21.04.2020,09:00,73
21.04.2020,10:00,54
21.04.2020,11:00,45
21.04.2020,12:00,38
21.04.2020,13:00,38
21.04.2020,14:00,28
21.04.2020,15:00,25
21.04.2020,16:00,26
21.04.2020,17:00,42
21.04.2020,18:00,54
21.04.2020,19:00,69
21.04.2020,20:00,68
21.04.2020,21:00,69
21.04.2020,22:00,69
21.04.2020,23:00,69
22.04.2020,00:00,69
22.04.2020,01:00,60
22.04.2020,02:00,58
22.04.2020,03:00,61
22.04.2020,04:00,58
22.04.2020,05:00,75
22.04.2020,06:00,77
22.04.2020,07:00,77
22.04.2020,08:00,77
22.04.2020,09:00,77
22.04.2020,10:00,61
22.04.2020,11:00,53
22.04.2020,12:00,36
22.04.2020,13:00,37
22.04.2020,14:00,37
22.04.2020,15:00,41
22.04.2020,16:00,45
22.04.2020,17:00,51
22.04.2020,18:00,51
22.04.2020,19:00,51
22.04.2020,20:00,50
22.04.2020,21:00,51
22.04.2020,22:00,51
22.04.2020,23:00,51
23.04.2020,00:00,43
23.04.2020,01:00,42
23.04.2020,02:00,42
23.04.2020,03:00,44
23.04.2020,04:00,42
23.04.2020,05:00,41
23.04.2020,06:00,49
23.04.2020,07:00,67
23.04.2020,08:00,76
23.04.2020,09:00,62
23.04.2020,10:00,57
23.04.2020,11:00,41
23.04.2020,12:00,41
23.04.2020,13:00,37
23.04.2020,14:00,37
23.04.2020,15:00,36
23.04.2020,16:00,37
23.04.2020,17:00,37
23.04.2020,18:00,37
23.04.2020,19:00,36
23.04.2020,20:00,44
23.04.2020,21:00,37
23.04.2020,22:00,37
23.04.2020,23:00,37
24.04.2020,00:00,38
24.04.2020,01:00,46
24.04.2020,02:00,47
24.04.2020,03:00,71
24.04.2020,04:00,78
24.04.2020,05:00,77
24.04.2020,06:00,78
24.04.2020,07:00,78
24.04.2020,08:00,65
24.04.2020,09:00,55
24.04.2020,10:00,54
24.04.2020,11:00,43
24.04.2020,12:00,41
24.04.2020,13:00,37
24.04.2020,14:00,32
24.04.2020,15:00,31
24.04.2020,16:00,32
24.04.2020,17:00,31
24.04.2020,18:00,31
24.04.2020,19:00,33
24.04.2020,20:00,41
24.04.2020,21:00,50
24.04.2020,22:00,52
24.04.2020,23:00,56
25.04.2020,00:00,55
25.04.2020,01:00,54
25.04.2020,02:00,54
25.04.2020,03:00,67
25.04.2020,04:00,69
25.04.2020,05:00,89
25.04.2020,06:00,87
25.04.2020,07:00,61
25.04.2020,08:00,57
25.04.2020,09:00,58
25.04.2020,10:00,58
25.04.2020,11:00,58
25.04.2020,12:00,58
25.04.2020,13:00,58
25.04.2020,14:00,58
25.04.2020,15:00,58
25.04.2020,16:00,59
25.04.2020,17:00,67
25.04.2020,18:00,67
25.04.2020,19:00,67
25.04.2020,20:00,67
25.04.2020,21:00,67
25.04.2020,22:00,68
25.04.2020,23:00,59
26.04.2020,00:00,58
26.04.2020,01:00,59
26.04.2020,02:00,68
26.04.2020,03:00,68
26.04.2020,04:00,69
26.04.2020,05:00,76
26.04.2020,06:00,76
26.04.2020,07:00,76
26.04.2020,08:00,76
26.04.2020,09:00,76
26.04.2020,10:00,75
26.04.2020,11:00,59
26.04.2020,12:00,55
26.04.2020,13:00,49
26.04.2020,14:00,49
26.04.2020,15:00,56
26.04.2020,16:00,59
26.04.2020,17:00,59
26.04.2020,18:00,51
26.04.2020,19:00,44
26.04.2020,20:00,42
26.04.2020,21:00,42
26.04.2020,22:00,52
26.04.2020,23:00,53
27.04.2020,00:00,53
27.04.2020,01:00,53
27.04.2020,02:00,53
27.04.2020,03:00,67
27.04.2020,04:00,73
27.04.2020,05:00,77
27.04.2020,06:00,76
27.04.2020,07:00,77
27.04.2020,08:00,59
27.04.2020,09:00,43
27.04.2020,10:00,39
27.04.2020,11:00,40
27.04.2020,12:00,40
27.04.2020,13:00,40
27.04.2020,14:00,40
27.04.2020,15:00,40
27.04.2020,16:00,40
27.04.2020,17:00,40
27.04.2020,18:00,40
27.04.2020,19:00,40
27.04.2020,20:00,40
27.04.2020,21:00,40
27.04.2020,22:00,39
27.04.2020,23:00,32
28.04.2020,00:00,31
28.04.2020,01:00,31
28.04.2020,02:00,31
28.04.2020,03:00,39
28.04.2020,04:00,41
28.04.2020,05:00,60
28.04.2020,06:00,68
28.04.2020,07:00,55
28.04.2020,08:00,50
28.04.2020,09:00,50
28.04.2020,10:00,51
28.04.2020,11:00,40
28.04.2020,12:00,35
28.04.2020,13:00,34
28.04.2020,14:00,27
28.04.2020,15:00,24
28.04.2020,16:00,26
28.04.2020,17:00,29
28.04.2020,18:00,35
28.04.2020,19:00,36
28.04.2020,20:00,36
28.04.2020,21:00,39
28.04.2020,22:00,39
28.04.2020,23:00,39
29.04.2020,00:00,38
29.04.2020,01:00,38
29.04.2020,02:00,43
29.04.2020,03:00,46
29.04.2020,04:00,43
29.04.2020,05:00,57
29.04.2020,06:00,62
29.04.2020,07:00,44
29.04.2020,08:00,34
29.04.2020,09:00,34
29.04.2020,10:00,34
29.04.2020,11:00,34
29.04.2020,12:00,115
29.04.2020,13:00,138
29.04.2020,14:00,138
29.04.2020,15:00,138
29.04.2020,16:00,138
29.04.2020,17:00,138
29.04.2020,18:00,138
29.04.2020,19:00,138
29.04.2020,20:00,138
29.04.2020,21:00,138
29.04.2020,22:00,138
29.04.2020,23:00,138
30.04.2020,00:00,138
30.04.2020,01:00,138
30.04.2020,02:00,138
30.04.2020,03:00,138
30.04.2020,04:00,138
30.04.2020,05:00,138
30.04.2020,06:00,138
30.04.2020,07:00,138
30.04.2020,08:00,138
30.04.2020,09:00,138
30.04.2020,10:00,138
30.04.2020,11:00,138
30.04.2020,12:00,138
30.04.2020,13:00,138
30.04.2020,14:00,138
30.04.2020,15:00,138
30.04.2020,16:00,138
30.04.2020,17:00,138
30.04.2020,18:00,138
30.04.2020,19:00,138
30.04.2020,20:00,138
30.04.2020,21:00,138
30.04.2020,22:00,138
30.04.2020,23:00,138
