Datum,Uhrzeit,Generation_DE Reuter West D[MW],Generation_DE Reuter West E[MW]
31.03.2020,13:00,136,126
31.03.2020,14:00,136,126
31.03.2020,15:00,136,126
31.03.2020,16:00,136,126
31.03.2020,17:00,136,126
31.03.2020,18:00,136,126
31.03.2020,19:00,136,126
31.03.2020,20:00,136,126
31.03.2020,21:00,136,126
31.03.2020,22:00,136,126
31.03.2020,23:00,136,126
01.04.2020,00:00,136,126
01.04.2020,01:00,136,126
01.04.2020,02:00,136,126
01.04.2020,03:00,138,128
01.04.2020,04:00,140,132
01.04.2020,05:00,140,134
01.04.2020,06:00,140,133
01.04.2020,07:00,140,134
01.04.2020,08:00,140,134
01.04.2020,09:00,140,134
01.04.2020,10:00,140,134
01.04.2020,11:00,140,134
01.04.2020,12:00,140,134
01.04.2020,13:00,140,134
01.04.2020,14:00,140,134
01.04.2020,15:00,140,134
01.04.2020,16:00,140,134
01.04.2020,17:00,140,134
01.04.2020,18:00,140,134
01.04.2020,19:00,140,134
01.04.2020,20:00,140,134
01.04.2020,21:00,140,134
01.04.2020,22:00,140,134
01.04.2020,23:00,140,134
02.04.2020,00:00,140,133
02.04.2020,01:00,140,134
02.04.2020,02:00,140,134
02.04.2020,03:00,140,134
02.04.2020,04:00,140,133
02.04.2020,05:00,140,133
02.04.2020,06:00,140,133
02.04.2020,07:00,140,133
02.04.2020,08:00,140,133
02.04.2020,09:00,140,133
02.04.2020,10:00,140,133
02.04.2020,11:00,140,133
02.04.2020,12:00,140,133
02.04.2020,13:00,140,133
02.04.2020,14:00,140,133
02.04.2020,15:00,142,133
02.04.2020,16:00,141,133
02.04.2020,17:00,142,133
02.04.2020,18:00,142,133
02.04.2020,19:00,142,133
02.04.2020,20:00,139,133
02.04.2020,21:00,138,133
02.04.2020,22:00,138,133
02.04.2020,23:00,138,133
03.04.2020,00:00,140,133
03.04.2020,01:00,142,133
03.04.2020,02:00,141,133
03.04.2020,03:00,139,132
03.04.2020,04:00,140,132
03.04.2020,05:00,138,132
03.04.2020,06:00,139,132
03.04.2020,07:00,139,132
03.04.2020,08:00,142,132
03.04.2020,09:00,141,132
03.04.2020,10:00,141,132
03.04.2020,11:00,141,132
03.04.2020,12:00,141,132
03.04.2020,13:00,141,132
03.04.2020,14:00,141,132
03.04.2020,15:00,141,132
03.04.2020,16:00,141,132
03.04.2020,17:00,141,132
03.04.2020,18:00,141,132
03.04.2020,19:00,142,133
03.04.2020,20:00,172,156
03.04.2020,21:00,147,141
03.04.2020,22:00,145,137
03.04.2020,23:00,138,140
04.04.2020,00:00,137,138
04.04.2020,01:00,137,138
04.04.2020,02:00,137,139
04.04.2020,03:00,137,140
04.04.2020,04:00,137,140
04.04.2020,05:00,137,140
04.04.2020,06:00,137,139
04.04.2020,07:00,137,136
04.04.2020,08:00,139,139
04.04.2020,09:00,141,145
04.04.2020,10:00,141,145
04.04.2020,11:00,141,145
04.04.2020,12:00,137,138
04.04.2020,13:00,137,136
04.04.2020,14:00,137,136
04.04.2020,15:00,137,136
04.04.2020,16:00,137,136
04.04.2020,17:00,137,136
04.04.2020,18:00,137,136
04.04.2020,19:00,165,152
04.04.2020,20:00,176,156
04.04.2020,21:00,176,156
04.04.2020,22:00,142,139
04.04.2020,23:00,139,140
05.04.2020,00:00,139,140
05.04.2020,01:00,136,137
05.04.2020,02:00,136,137
05.04.2020,03:00,135,138
05.04.2020,04:00,135,138
05.04.2020,05:00,135,138
05.04.2020,06:00,137,138
05.04.2020,07:00,136,138
05.04.2020,08:00,138,138
05.04.2020,09:00,134,138
05.04.2020,10:00,133,138
05.04.2020,11:00,133,138
05.04.2020,12:00,135,138
05.04.2020,13:00,138,138
05.04.2020,14:00,138,138
05.04.2020,15:00,138,138
05.04.2020,16:00,138,138
05.04.2020,17:00,138,138
05.04.2020,18:00,138,138
05.04.2020,19:00,138,138
05.04.2020,20:00,138,138
05.04.2020,21:00,138,138
05.04.2020,22:00,138,138
05.04.2020,23:00,138,138
06.04.2020,00:00,137,138
06.04.2020,01:00,138,138
06.04.2020,02:00,138,138
06.04.2020,03:00,138,138
06.04.2020,04:00,138,138
06.04.2020,05:00,138,138
06.04.2020,06:00,138,138
06.04.2020,07:00,137,138
06.04.2020,08:00,137,138
06.04.2020,09:00,136,138
06.04.2020,10:00,136,138
06.04.2020,11:00,136,138
06.04.2020,12:00,136,138
06.04.2020,13:00,136,138
06.04.2020,14:00,136,139
06.04.2020,15:00,136,139
06.04.2020,16:00,136,139
06.04.2020,17:00,137,139
06.04.2020,18:00,137,139
06.04.2020,19:00,137,139
06.04.2020,20:00,137,139
06.04.2020,21:00,137,139
06.04.2020,22:00,137,139
06.04.2020,23:00,137,139
07.04.2020,00:00,137,139
07.04.2020,01:00,137,139
07.04.2020,02:00,137,139
07.04.2020,03:00,137,138
07.04.2020,04:00,137,138
07.04.2020,05:00,137,138
07.04.2020,06:00,137,138
07.04.2020,07:00,137,138
07.04.2020,08:00,136,138
07.04.2020,09:00,138,138
07.04.2020,10:00,138,138
07.04.2020,11:00,136,138
07.04.2020,12:00,137,138
07.04.2020,13:00,137,138
07.04.2020,14:00,137,138
07.04.2020,15:00,137,138
07.04.2020,16:00,137,138
07.04.2020,17:00,137,138
07.04.2020,18:00,137,138
07.04.2020,19:00,137,138
07.04.2020,20:00,137,138
07.04.2020,21:00,137,138
07.04.2020,22:00,137,138
07.04.2020,23:00,137,138
08.04.2020,00:00,137,138
08.04.2020,01:00,136,138
08.04.2020,02:00,136,138
08.04.2020,03:00,137,138
08.04.2020,04:00,138,138
08.04.2020,05:00,136,138
08.04.2020,06:00,137,138
08.04.2020,07:00,137,138
08.04.2020,08:00,137,138
08.04.2020,09:00,135,138
08.04.2020,10:00,136,138
08.04.2020,11:00,136,138
08.04.2020,12:00,136,138
08.04.2020,13:00,136,138
08.04.2020,14:00,136,138
08.04.2020,15:00,136,138
08.04.2020,16:00,136,138
08.04.2020,17:00,136,138
08.04.2020,18:00,143,144
08.04.2020,19:00,177,163
08.04.2020,20:00,177,163
08.04.2020,21:00,177,163
08.04.2020,22:00,147,150
08.04.2020,23:00,137,139
09.04.2020,00:00,139,138
09.04.2020,01:00,140,138
09.04.2020,02:00,139,139
09.04.2020,03:00,139,139
09.04.2020,04:00,139,139
09.04.2020,05:00,139,139
09.04.2020,06:00,137,139
09.04.2020,07:00,136,139
09.04.2020,08:00,138,140
09.04.2020,09:00,138,140
09.04.2020,10:00,138,137
09.04.2020,11:00,138,137
09.04.2020,12:00,138,138
09.04.2020,13:00,138,139
09.04.2020,14:00,138,140
09.04.2020,15:00,138,138
09.04.2020,16:00,138,137
09.04.2020,17:00,138,137
09.04.2020,18:00,138,137
09.04.2020,19:00,138,137
09.04.2020,20:00,138,137
09.04.2020,21:00,138,137
09.04.2020,22:00,138,137
09.04.2020,23:00,138,137
10.04.2020,00:00,138,137
10.04.2020,01:00,137,137
10.04.2020,02:00,139,137
10.04.2020,03:00,138,137
10.04.2020,04:00,139,138
10.04.2020,05:00,137,137
10.04.2020,06:00,137,137
10.04.2020,07:00,134,135
10.04.2020,08:00,133,132
10.04.2020,09:00,133,132
10.04.2020,10:00,133,133
10.04.2020,11:00,133,132
10.04.2020,12:00,133,132
10.04.2020,13:00,133,132
10.04.2020,14:00,133,132
10.04.2020,15:00,133,132
10.04.2020,16:00,133,132
10.04.2020,17:00,133,132
10.04.2020,18:00,133,132
10.04.2020,19:00,133,132
10.04.2020,20:00,133,135
10.04.2020,21:00,133,136
10.04.2020,22:00,133,135
10.04.2020,23:00,133,136
11.04.2020,00:00,132,134
11.04.2020,01:00,133,132
11.04.2020,02:00,133,132
11.04.2020,03:00,133,132
11.04.2020,04:00,133,133
11.04.2020,05:00,133,132
11.04.2020,06:00,133,133
11.04.2020,07:00,133,133
11.04.2020,08:00,133,133
11.04.2020,09:00,133,133
11.04.2020,10:00,133,133
11.04.2020,11:00,133,133
11.04.2020,12:00,133,133
11.04.2020,13:00,133,133
11.04.2020,14:00,133,133
11.04.2020,15:00,133,134
11.04.2020,16:00,133,133
11.04.2020,17:00,133,133
11.04.2020,18:00,133,133
11.04.2020,19:00,133,133
11.04.2020,20:00,133,133
11.04.2020,21:00,133,133
11.04.2020,22:00,133,133
11.04.2020,23:00,133,134
12.04.2020,00:00,133,133
12.04.2020,01:00,133,133
12.04.2020,02:00,133,133
12.04.2020,03:00,133,133
12.04.2020,04:00,133,133
12.04.2020,05:00,133,133
12.04.2020,06:00,133,133
12.04.2020,07:00,134,133
12.04.2020,08:00,134,133
12.04.2020,09:00,133,133
12.04.2020,10:00,133,133
12.04.2020,11:00,133,133
12.04.2020,12:00,133,133
12.04.2020,13:00,133,133
12.04.2020,14:00,133,133
12.04.2020,15:00,133,133
12.04.2020,16:00,140,133
12.04.2020,17:00,141,133
12.04.2020,18:00,141,133
12.04.2020,19:00,141,133
12.04.2020,20:00,141,133
12.04.2020,21:00,141,133
12.04.2020,22:00,141,133
12.04.2020,23:00,141,133
13.04.2020,00:00,141,133
13.04.2020,01:00,142,133
13.04.2020,02:00,142,133
13.04.2020,03:00,142,133
13.04.2020,04:00,142,133
13.04.2020,05:00,142,133
13.04.2020,06:00,142,133
13.04.2020,07:00,142,133
13.04.2020,08:00,142,133
13.04.2020,09:00,142,133
13.04.2020,10:00,142,133
13.04.2020,11:00,142,133
13.04.2020,12:00,142,133
13.04.2020,13:00,142,133
13.04.2020,14:00,142,133
13.04.2020,15:00,142,133
13.04.2020,16:00,142,133
13.04.2020,17:00,142,133
13.04.2020,18:00,142,133
13.04.2020,19:00,142,133
13.04.2020,20:00,142,133
13.04.2020,21:00,142,133
13.04.2020,22:00,142,133
13.04.2020,23:00,142,133
14.04.2020,00:00,142,133
14.04.2020,01:00,142,133
14.04.2020,02:00,142,133
14.04.2020,03:00,142,133
14.04.2020,04:00,142,133
14.04.2020,05:00,142,133
14.04.2020,06:00,142,133
14.04.2020,07:00,142,143
14.04.2020,08:00,142,145
14.04.2020,09:00,142,145
14.04.2020,10:00,142,142
14.04.2020,11:00,143,142
14.04.2020,12:00,169,157
14.04.2020,13:00,169,156
14.04.2020,14:00,143,143
14.04.2020,15:00,142,144
14.04.2020,16:00,142,144
14.04.2020,17:00,142,144
14.04.2020,18:00,142,144
14.04.2020,19:00,160,153
14.04.2020,20:00,179,161
14.04.2020,21:00,179,161
14.04.2020,22:00,145,141
14.04.2020,23:00,138,140
15.04.2020,00:00,134,134
15.04.2020,01:00,134,131
15.04.2020,02:00,134,132
15.04.2020,03:00,134,135
15.04.2020,04:00,134,134
15.04.2020,05:00,134,131
15.04.2020,06:00,134,131
15.04.2020,07:00,134,133
15.04.2020,08:00,134,135
15.04.2020,09:00,130,131
15.04.2020,10:00,137,135
15.04.2020,11:00,138,138
15.04.2020,12:00,138,139
15.04.2020,13:00,138,140
15.04.2020,14:00,138,140
15.04.2020,15:00,138,140
15.04.2020,16:00,138,140
15.04.2020,17:00,139,140
15.04.2020,18:00,172,180
15.04.2020,19:00,175,186
15.04.2020,20:00,175,186
15.04.2020,21:00,159,170
15.04.2020,22:00,146,153
15.04.2020,23:00,138,141
16.04.2020,00:00,135,136
16.04.2020,01:00,133,132
16.04.2020,02:00,133,132
16.04.2020,03:00,133,132
16.04.2020,04:00,134,134
16.04.2020,05:00,138,137
16.04.2020,06:00,138,138
16.04.2020,07:00,166,165
16.04.2020,08:00,157,194
16.04.2020,09:00,137,158
16.04.2020,10:00,137,149
16.04.2020,11:00,137,149
16.04.2020,12:00,137,149
16.04.2020,13:00,137,149
16.04.2020,14:00,138,149
16.04.2020,15:00,138,146
16.04.2020,16:00,138,138
16.04.2020,17:00,138,136
16.04.2020,18:00,140,140
16.04.2020,19:00,183,183
16.04.2020,20:00,187,185
16.04.2020,21:00,187,189
16.04.2020,22:00,187,188
16.04.2020,23:00,149,151
17.04.2020,00:00,137,139
17.04.2020,01:00,137,140
17.04.2020,02:00,137,139
17.04.2020,03:00,137,140
17.04.2020,04:00,137,140
17.04.2020,05:00,137,139
17.04.2020,06:00,152,140
17.04.2020,07:00,176,147
17.04.2020,08:00,144,156
17.04.2020,09:00,123,153
17.04.2020,10:00,121,153
17.04.2020,11:00,119,153
17.04.2020,12:00,122,157
17.04.2020,13:00,117,157
17.04.2020,14:00,118,157
17.04.2020,15:00,120,157
17.04.2020,16:00,116,152
17.04.2020,17:00,115,150
17.04.2020,18:00,113,184
17.04.2020,19:00,97,187
17.04.2020,20:00,2,189
17.04.2020,21:00,0,155
17.04.2020,22:00,0,145
17.04.2020,23:00,0,147
18.04.2020,00:00,0,145
18.04.2020,01:00,0,143
18.04.2020,02:00,0,143
18.04.2020,03:00,0,143
18.04.2020,04:00,0,143
18.04.2020,05:00,0,144
18.04.2020,06:00,0,144
18.04.2020,07:00,0,144
18.04.2020,08:00,0,144
18.04.2020,09:00,0,144
18.04.2020,10:00,0,144
18.04.2020,11:00,0,144
18.04.2020,12:00,0,144
18.04.2020,13:00,0,144
18.04.2020,14:00,0,144
18.04.2020,15:00,0,143
18.04.2020,16:00,0,143
18.04.2020,17:00,0,143
18.04.2020,18:00,0,144
18.04.2020,19:00,0,145
18.04.2020,20:00,0,144
18.04.2020,21:00,0,144
18.04.2020,22:00,0,145
18.04.2020,23:00,0,145
19.04.2020,00:00,0,145
19.04.2020,01:00,0,145
19.04.2020,02:00,0,145
19.04.2020,03:00,0,145
19.04.2020,04:00,0,145
19.04.2020,05:00,0,145
19.04.2020,06:00,0,141
19.04.2020,07:00,0,129
19.04.2020,08:00,0,128
19.04.2020,09:00,0,128
19.04.2020,10:00,0,128
19.04.2020,11:00,0,128
19.04.2020,12:00,0,128
19.04.2020,13:00,0,129
19.04.2020,14:00,0,128
19.04.2020,15:00,0,128
19.04.2020,16:00,0,128
19.04.2020,17:00,0,128
19.04.2020,18:00,0,130
19.04.2020,19:00,0,128
19.04.2020,20:00,0,128
19.04.2020,21:00,0,132
19.04.2020,22:00,0,129
19.04.2020,23:00,0,132
20.04.2020,00:00,0,131
20.04.2020,01:00,0,131
20.04.2020,02:00,0,131
20.04.2020,03:00,0,131
20.04.2020,04:00,0,131
20.04.2020,05:00,0,130
20.04.2020,06:00,0,130
20.04.2020,07:00,0,130
20.04.2020,08:00,0,130
20.04.2020,09:00,0,130
20.04.2020,10:00,0,130
20.04.2020,11:00,0,130
20.04.2020,12:00,0,130
20.04.2020,13:00,0,130
20.04.2020,14:00,0,130
20.04.2020,15:00,0,130
20.04.2020,16:00,0,130
20.04.2020,17:00,0,130
20.04.2020,18:00,0,130
20.04.2020,19:00,0,130
20.04.2020,20:00,0,129
20.04.2020,21:00,0,129
20.04.2020,22:00,0,129
20.04.2020,23:00,0,130
21.04.2020,00:00,0,128
21.04.2020,01:00,0,130
21.04.2020,02:00,0,132
21.04.2020,03:00,0,129
21.04.2020,04:00,0,130
21.04.2020,05:00,0,130
21.04.2020,06:00,0,130
21.04.2020,07:00,0,130
21.04.2020,08:00,0,130
21.04.2020,09:00,0,130
21.04.2020,10:00,0,130
21.04.2020,11:00,0,130
21.04.2020,12:00,0,130
21.04.2020,13:00,0,130
21.04.2020,14:00,0,130
21.04.2020,15:00,0,130
21.04.2020,16:00,0,130
21.04.2020,17:00,0,130
21.04.2020,18:00,0,130
21.04.2020,19:00,0,130
21.04.2020,20:00,0,130
21.04.2020,21:00,0,130
21.04.2020,22:00,0,130
21.04.2020,23:00,0,130
22.04.2020,00:00,0,130
22.04.2020,01:00,0,130
22.04.2020,02:00,0,130
22.04.2020,03:00,0,130
22.04.2020,04:00,0,130
22.04.2020,05:00,0,130
22.04.2020,06:00,0,129
22.04.2020,07:00,0,129
22.04.2020,08:00,0,129
22.04.2020,09:00,0,129
22.04.2020,10:00,0,129
22.04.2020,11:00,0,129
22.04.2020,12:00,0,129
22.04.2020,13:00,0,129
22.04.2020,14:00,0,128
22.04.2020,15:00,0,129
22.04.2020,16:00,0,129
22.04.2020,17:00,0,129
22.04.2020,18:00,0,129
22.04.2020,19:00,0,129
22.04.2020,20:00,0,129
22.04.2020,21:00,0,129
22.04.2020,22:00,0,129
22.04.2020,23:00,0,129
23.04.2020,00:00,0,129
23.04.2020,01:00,0,129
23.04.2020,02:00,0,129
23.04.2020,03:00,0,129
23.04.2020,04:00,0,128
23.04.2020,05:00,0,128
23.04.2020,06:00,0,128
23.04.2020,07:00,0,128
23.04.2020,08:00,0,128
23.04.2020,09:00,0,128
23.04.2020,10:00,0,128
23.04.2020,11:00,0,128
23.04.2020,12:00,0,128
23.04.2020,13:00,0,128
23.04.2020,14:00,0,128
23.04.2020,15:00,0,128
23.04.2020,16:00,0,128
23.04.2020,17:00,0,128
23.04.2020,18:00,0,153
23.04.2020,19:00,0,185
23.04.2020,20:00,0,185
23.04.2020,21:00,0,185
23.04.2020,22:00,0,142
23.04.2020,23:00,0,133
24.04.2020,00:00,0,131
24.04.2020,01:00,0,131
24.04.2020,02:00,0,132
24.04.2020,03:00,0,132
24.04.2020,04:00,0,132
24.04.2020,05:00,0,131
24.04.2020,06:00,0,131
24.04.2020,07:00,0,133
24.04.2020,08:00,0,131
24.04.2020,09:00,0,133
24.04.2020,10:00,0,132
24.04.2020,11:00,0,132
24.04.2020,12:00,0,132
24.04.2020,13:00,0,132
24.04.2020,14:00,0,132
24.04.2020,15:00,0,132
24.04.2020,16:00,0,132
24.04.2020,17:00,0,132
24.04.2020,18:00,0,132
24.04.2020,19:00,0,132
24.04.2020,20:00,0,132
24.04.2020,21:00,0,132
24.04.2020,22:00,0,132
24.04.2020,23:00,0,132
25.04.2020,00:00,0,132
25.04.2020,01:00,0,132
25.04.2020,02:00,0,133
25.04.2020,03:00,0,133
25.04.2020,04:00,0,133
25.04.2020,05:00,0,132
25.04.2020,06:00,0,132
25.04.2020,07:00,0,132
25.04.2020,08:00,0,132
25.04.2020,09:00,0,132
25.04.2020,10:00,0,132
25.04.2020,11:00,0,132
25.04.2020,12:00,0,132
25.04.2020,13:00,0,132
25.04.2020,14:00,0,134
25.04.2020,15:00,0,133
25.04.2020,16:00,0,133
25.04.2020,17:00,0,133
25.04.2020,18:00,0,133
25.04.2020,19:00,0,133
25.04.2020,20:00,0,133
25.04.2020,21:00,0,133
25.04.2020,22:00,0,133
25.04.2020,23:00,0,133
26.04.2020,00:00,0,133
26.04.2020,01:00,0,133
26.04.2020,02:00,0,133
26.04.2020,03:00,0,133
26.04.2020,04:00,0,134
26.04.2020,05:00,0,134
26.04.2020,06:00,0,134
26.04.2020,07:00,0,134
26.04.2020,08:00,0,134
26.04.2020,09:00,0,134
26.04.2020,10:00,0,134
26.04.2020,11:00,0,134
26.04.2020,12:00,0,134
26.04.2020,13:00,0,134
26.04.2020,14:00,0,134
26.04.2020,15:00,0,134
26.04.2020,16:00,0,134
26.04.2020,17:00,0,134
26.04.2020,18:00,0,134
26.04.2020,19:00,0,134
26.04.2020,20:00,0,134
26.04.2020,21:00,0,134
26.04.2020,22:00,0,134
26.04.2020,23:00,0,134
27.04.2020,00:00,0,134
27.04.2020,01:00,0,134
27.04.2020,02:00,0,134
27.04.2020,03:00,0,135
27.04.2020,04:00,0,134
27.04.2020,05:00,0,135
27.04.2020,06:00,0,133
27.04.2020,07:00,0,132
27.04.2020,08:00,0,134
27.04.2020,09:00,0,134
27.04.2020,10:00,0,134
27.04.2020,11:00,0,134
27.04.2020,12:00,0,134
27.04.2020,13:00,0,134
27.04.2020,14:00,0,134
27.04.2020,15:00,0,134
27.04.2020,16:00,0,134
27.04.2020,17:00,0,134
27.04.2020,18:00,0,135
27.04.2020,19:00,0,175
27.04.2020,20:00,0,181
27.04.2020,21:00,0,181
27.04.2020,22:00,0,155
27.04.2020,23:00,0,130
28.04.2020,00:00,0,129
28.04.2020,01:00,0,129
28.04.2020,02:00,0,129
28.04.2020,03:00,0,129
28.04.2020,04:00,0,129
28.04.2020,05:00,0,129
28.04.2020,06:00,0,130
28.04.2020,07:00,0,125
28.04.2020,08:00,0,128
28.04.2020,09:00,0,129
28.04.2020,10:00,0,129
28.04.2020,11:00,0,129
28.04.2020,12:00,0,129
28.04.2020,13:00,0,129
28.04.2020,14:00,0,129
28.04.2020,15:00,0,129
28.04.2020,16:00,0,129
28.04.2020,17:00,0,129
28.04.2020,18:00,0,129
28.04.2020,19:00,0,129
28.04.2020,20:00,0,129
28.04.2020,21:00,0,129
28.04.2020,22:00,0,129
28.04.2020,23:00,0,130
29.04.2020,00:00,0,130
29.04.2020,01:00,0,130
29.04.2020,02:00,0,129
29.04.2020,03:00,0,129
29.04.2020,04:00,0,129
29.04.2020,05:00,0,129
29.04.2020,06:00,0,129
29.04.2020,07:00,0,129
29.04.2020,08:00,0,129
29.04.2020,09:00,0,129
29.04.2020,10:00,0,129
29.04.2020,11:00,0,129
29.04.2020,12:00,0,129
29.04.2020,13:00,0,129
29.04.2020,14:00,0,129
29.04.2020,15:00,0,129
29.04.2020,16:00,0,129
29.04.2020,17:00,0,129
29.04.2020,18:00,0,129
29.04.2020,19:00,0,129
29.04.2020,20:00,0,129
29.04.2020,21:00,0,129
29.04.2020,22:00,0,129
29.04.2020,23:00,0,129
30.04.2020,00:00,0,129
30.04.2020,01:00,0,129
30.04.2020,02:00,0,129
30.04.2020,03:00,0,129
30.04.2020,04:00,0,129
30.04.2020,05:00,0,129
30.04.2020,06:00,0,130
30.04.2020,07:00,0,130
30.04.2020,08:00,0,130
30.04.2020,09:00,0,130
30.04.2020,10:00,0,129
30.04.2020,11:00,0,130
30.04.2020,12:00,0,129
30.04.2020,13:00,0,130
30.04.2020,14:00,0,129
30.04.2020,15:00,0,128
30.04.2020,16:00,0,128
30.04.2020,17:00,0,128
30.04.2020,18:00,0,128
30.04.2020,19:00,0,128
30.04.2020,20:00,0,128
30.04.2020,21:00,0,128
30.04.2020,22:00,0,128
30.04.2020,23:00,0,128
