Datum;Uhrzeit;Generation_DE R[MW];Generation_DE Q[MW];Generation_DE P[MW];Generation_DE N[MW]
13.03.2020;14:00;347;0;347;0
13.03.2020;15:00;382;0;344;0
13.03.2020;16:00;515;0;399;0
13.03.2020;17:00;624;0;422;0
13.03.2020;18:00;628;0;418;0
13.03.2020;19:00;628;0;428;0
13.03.2020;20:00;628;0;426;0
13.03.2020;21:00;611;0;463;0
13.03.2020;22:00;595;0;464;0
13.03.2020;23:00;592;0;465;0
14.03.2020;00:00;591;0;463;0
14.03.2020;01:00;589;0;459;0
14.03.2020;02:00;589;0;456;0
14.03.2020;03:00;594;331;464;0
14.03.2020;04:00;597;506;465;0
14.03.2020;05:00;607;571;323;0
14.03.2020;06:00;593;568;198;0
14.03.2020;07:00;593;567;200;0
14.03.2020;08:00;588;570;193;0
14.03.2020;09:00;590;700;198;0
14.03.2020;10:00;579;809;198;0
14.03.2020;11:00;463;727;209;0
14.03.2020;12:00;308;593;208;0
14.03.2020;13:00;300;507;207;0
14.03.2020;14:00;298;504;204;0
14.03.2020;15:00;308;524;202;0
14.03.2020;16:00;437;646;202;0
14.03.2020;17:00;575;804;204;0
14.03.2020;18:00;597;822;204;0
14.03.2020;19:00;596;822;208;0
14.03.2020;20:00;596;826;210;0
14.03.2020;21:00;594;826;212;0
14.03.2020;22:00;580;822;211;0
14.03.2020;23:00;454;695;208;0
15.03.2020;00:00;325;527;210;0
15.03.2020;01:00;335;431;210;0
15.03.2020;02:00;210;413;210;0
15.03.2020;03:00;199;408;209;0
15.03.2020;04:00;196;403;210;0
15.03.2020;05:00;196;405;214;0
15.03.2020;06:00;196;427;213;0
15.03.2020;07:00;200;552;213;0
15.03.2020;08:00;333;548;216;0
15.03.2020;09:00;337;414;216;0
15.03.2020;10:00;213;394;215;0
15.03.2020;11:00;187;409;216;0
15.03.2020;12:00;188;405;214;0
15.03.2020;13:00;189;397;214;0
15.03.2020;14:00;187;439;215;0
15.03.2020;15:00;195;557;215;0
15.03.2020;16:00;328;558;214;0
15.03.2020;17:00;352;550;214;0
15.03.2020;18:00;485;801;213;0
15.03.2020;19:00;584;825;212;0
15.03.2020;20:00;595;826;212;0
15.03.2020;21:00;596;827;210;0
15.03.2020;22:00;593;791;210;0
15.03.2020;23:00;581;541;211;0
16.03.2020;00:00;423;418;210;0
16.03.2020;01:00;343;409;212;0
16.03.2020;02:00;361;401;212;0
16.03.2020;03:00;318;420;212;0
16.03.2020;04:00;362;554;212;0
16.03.2020;05:00;565;593;212;0
16.03.2020;06:00;573;808;195;0
16.03.2020;07:00;578;828;194;0
16.03.2020;08:00;575;822;208;0
16.03.2020;09:00;577;823;195;0
16.03.2020;10:00;578;819;198;0
16.03.2020;11:00;581;820;192;0
16.03.2020;12:00;577;821;192;0
16.03.2020;13:00;568;817;192;0
16.03.2020;14:00;572;819;191;0
16.03.2020;15:00;560;819;188;0
16.03.2020;16:00;567;817;191;0
16.03.2020;17:00;557;821;192;0
16.03.2020;18:00;567;820;185;0
16.03.2020;19:00;569;819;184;0
16.03.2020;20:00;546;818;186;0
16.03.2020;21:00;562;819;186;0
16.03.2020;22:00;562;820;186;0
16.03.2020;23:00;563;823;187;0
17.03.2020;00:00;565;809;188;0
17.03.2020;01:00;563;663;185;0
17.03.2020;02:00;558;526;185;0
17.03.2020;03:00;561;526;182;0
17.03.2020;04:00;557;565;187;0
17.03.2020;05:00;578;807;190;0
17.03.2020;06:00;573;815;188;0
17.03.2020;07:00;570;803;187;0
17.03.2020;08:00;571;801;196;0
17.03.2020;09:00;575;802;200;0
17.03.2020;10:00;574;798;182;0
17.03.2020;11:00;559;804;183;0
17.03.2020;12:00;567;820;182;0
17.03.2020;13:00;537;793;176;0
17.03.2020;14:00;560;761;168;0
17.03.2020;15:00;540;819;154;0
17.03.2020;16:00;553;819;155;0
17.03.2020;17:00;560;814;373;0
17.03.2020;18:00;584;819;447;0
17.03.2020;19:00;570;818;460;0
17.03.2020;20:00;570;814;462;0
17.03.2020;21:00;574;823;466;0
17.03.2020;22:00;574;818;464;0
17.03.2020;23:00;576;811;472;0
18.03.2020;00:00;583;662;470;0
18.03.2020;01:00;576;552;469;0
18.03.2020;02:00;575;558;467;0
18.03.2020;03:00;576;561;466;0
18.03.2020;04:00;579;525;467;0
18.03.2020;05:00;583;695;470;0
18.03.2020;06:00;585;818;472;0
18.03.2020;07:00;588;815;469;0
18.03.2020;08:00;584;737;473;0
18.03.2020;09:00;582;726;473;0
18.03.2020;10:00;591;633;469;0
18.03.2020;11:00;590;544;469;0
18.03.2020;12:00;583;584;469;0
18.03.2020;13:00;579;661;472;0
18.03.2020;14:00;579;776;472;0
18.03.2020;15:00;571;820;474;0
18.03.2020;16:00;581;813;471;0
18.03.2020;17:00;592;816;474;0
18.03.2020;18:00;596;814;475;0
18.03.2020;19:00;592;820;475;0
18.03.2020;20:00;592;821;472;0
18.03.2020;21:00;593;816;471;0
18.03.2020;22:00;596;823;465;0
18.03.2020;23:00;593;824;470;0
19.03.2020;00:00;594;822;475;0
19.03.2020;01:00;598;817;473;0
19.03.2020;02:00;597;821;472;0
19.03.2020;03:00;596;815;467;0
19.03.2020;04:00;596;825;470;0
19.03.2020;05:00;598;824;482;0
19.03.2020;06:00;604;823;497;0
19.03.2020;07:00;595;826;499;0
19.03.2020;08:00;590;824;499;0
19.03.2020;09:00;591;826;499;0
19.03.2020;10:00;590;826;499;0
19.03.2020;11:00;589;824;497;0
19.03.2020;12:00;589;825;495;0
19.03.2020;13:00;586;827;495;0
19.03.2020;14:00;580;822;497;0
19.03.2020;15:00;587;821;497;0
19.03.2020;16:00;579;819;498;0
19.03.2020;17:00;582;817;491;0
19.03.2020;18:00;584;816;496;0
19.03.2020;19:00;579;824;497;0
19.03.2020;20:00;581;814;498;0
19.03.2020;21:00;580;817;498;0
19.03.2020;22:00;581;823;498;0
19.03.2020;23:00;576;827;495;0
20.03.2020;00:00;565;826;495;0
20.03.2020;01:00;567;826;495;0
20.03.2020;02:00;568;826;497;0
20.03.2020;03:00;567;827;497;0
20.03.2020;04:00;570;821;498;0
20.03.2020;05:00;584;823;498;0
20.03.2020;06:00;595;827;498;0
20.03.2020;07:00;598;824;498;0
20.03.2020;08:00;598;829;496;0
20.03.2020;09:00;598;830;497;0
20.03.2020;10:00;600;827;496;0
20.03.2020;11:00;601;831;496;0
20.03.2020;12:00;600;826;498;0
20.03.2020;13:00;600;829;497;0
20.03.2020;14:00;592;828;494;0
20.03.2020;15:00;594;829;496;0
20.03.2020;16:00;596;828;495;0
20.03.2020;17:00;586;819;488;0
20.03.2020;18:00;590;820;490;0
20.03.2020;19:00;588;824;486;0
20.03.2020;20:00;588;824;488;0
20.03.2020;21:00;586;819;493;0
20.03.2020;22:00;591;825;490;0
20.03.2020;23:00;572;810;488;0
21.03.2020;00:00;436;749;432;0
21.03.2020;01:00;309;498;369;0
21.03.2020;02:00;188;0;361;0
21.03.2020;03:00;182;0;354;0
21.03.2020;04:00;184;0;356;0
21.03.2020;05:00;201;0;360;0
21.03.2020;06:00;201;0;361;0
21.03.2020;07:00;207;0;370;0
21.03.2020;08:00;338;0;361;0
21.03.2020;09:00;340;0;361;0
21.03.2020;10:00;207;0;359;0
21.03.2020;11:00;190;0;360;0
21.03.2020;12:00;190;0;358;0
21.03.2020;13:00;193;0;360;0
21.03.2020;14:00;192;0;360;0
21.03.2020;15:00;196;0;361;0
21.03.2020;16:00;330;0;360;0
21.03.2020;17:00;360;0;406;0
21.03.2020;18:00;496;0;471;0
21.03.2020;19:00;607;0;484;0
21.03.2020;20:00;454;0;441;0
21.03.2020;21:00;322;0;393;0
21.03.2020;22:00;330;0;370;0
21.03.2020;23:00;286;0;368;0
22.03.2020;00:00;294;0;363;0
22.03.2020;01:00;335;0;361;0
22.03.2020;02:00;210;0;383;0
22.03.2020;03:00;199;0;381;0
22.03.2020;04:00;202;0;375;0
22.03.2020;05:00;202;0;382;0
22.03.2020;06:00;203;0;387;0
22.03.2020;07:00;211;0;367;0
22.03.2020;08:00;337;0;365;0
22.03.2020;09:00;336;0;365;0
22.03.2020;10:00;211;0;365;0
22.03.2020;11:00;202;0;364;0
22.03.2020;12:00;203;0;364;0
22.03.2020;13:00;203;0;365;0
22.03.2020;14:00;196;0;367;0
22.03.2020;15:00;197;0;367;0
22.03.2020;16:00;333;0;366;0
22.03.2020;17:00;364;0;363;0
22.03.2020;18:00;497;0;461;0
22.03.2020;19:00;612;0;485;0
22.03.2020;20:00;560;0;486;0
22.03.2020;21:00;383;0;402;0
22.03.2020;22:00;343;0;392;0
22.03.2020;23:00;329;0;393;0
23.03.2020;00:00;208;0;413;0
23.03.2020;01:00;205;0;413;0
23.03.2020;02:00;203;0;439;0
23.03.2020;03:00;212;0;414;0
23.03.2020;04:00;330;0;414;0
23.03.2020;05:00;356;0;450;0
23.03.2020;06:00;480;0;481;0
23.03.2020;07:00;575;0;481;0
23.03.2020;08:00;474;0;461;0
23.03.2020;09:00;364;0;436;0
23.03.2020;10:00;327;0;407;0
23.03.2020;11:00;193;0;410;0
23.03.2020;12:00;182;0;411;0
23.03.2020;13:00;179;62;409;0
23.03.2020;14:00;0;349;408;0
23.03.2020;15:00;0;479;442;0
23.03.2020;16:00;0;604;443;0
23.03.2020;17:00;0;632;440;0
23.03.2020;18:00;0;820;440;0
23.03.2020;19:00;4;824;443;0
23.03.2020;20:00;256;820;472;0
23.03.2020;21:00;329;825;488;0
23.03.2020;22:00;327;823;486;0
23.03.2020;23:00;471;816;487;0
24.03.2020;00:00;576;804;485;0
24.03.2020;01:00;591;810;484;0
24.03.2020;02:00;595;734;483;0
24.03.2020;03:00;599;669;486;0
24.03.2020;04:00;599;821;487;0
24.03.2020;05:00;597;831;477;0
24.03.2020;06:00;597;828;478;0
24.03.2020;07:00;597;830;485;0
24.03.2020;08:00;584;801;492;0
24.03.2020;09:00;420;620;426;0
24.03.2020;10:00;323;548;438;0
24.03.2020;11:00;396;429;440;0
24.03.2020;12:00;396;427;456;0
24.03.2020;13:00;393;418;463;0
24.03.2020;14:00;467;439;483;0
24.03.2020;15:00;441;598;463;0
24.03.2020;16:00;575;715;488;0
24.03.2020;17:00;592;787;493;0
24.03.2020;18:00;595;808;490;0
24.03.2020;19:00;588;824;489;0
24.03.2020;20:00;590;826;487;0
24.03.2020;21:00;591;829;486;0
24.03.2020;22:00;588;830;485;0
24.03.2020;23:00;592;826;484;0
25.03.2020;00:00;595;779;485;0
25.03.2020;01:00;596;817;484;0
25.03.2020;02:00;587;817;481;0
25.03.2020;03:00;589;818;484;0
25.03.2020;04:00;588;817;484;0
25.03.2020;05:00;595;827;488;0
25.03.2020;06:00;596;829;486;0
25.03.2020;07:00;596;828;486;0
25.03.2020;08:00;594;813;489;0
25.03.2020;09:00;595;664;488;0
25.03.2020;10:00;598;577;488;0
25.03.2020;11:00;594;549;489;0
25.03.2020;12:00;513;544;491;0
25.03.2020;13:00;344;514;490;0
25.03.2020;14:00;489;533;413;0
25.03.2020;15:00;579;661;459;0
25.03.2020;16:00;595;781;480;0
25.03.2020;17:00;608;827;476;0
25.03.2020;18:00;612;827;476;0
25.03.2020;19:00;608;824;467;0
25.03.2020;20:00;607;812;473;0
25.03.2020;21:00;603;811;484;0
25.03.2020;22:00;596;818;476;0
25.03.2020;23:00;594;799;460;0
26.03.2020;00:00;597;713;429;0
26.03.2020;01:00;593;781;463;0
26.03.2020;02:00;582;775;457;0
26.03.2020;03:00;580;675;455;0
26.03.2020;04:00;576;612;456;0
26.03.2020;05:00;586;809;462;0
26.03.2020;06:00;602;827;476;0
26.03.2020;07:00;602;825;489;0
26.03.2020;08:00;606;824;474;0
26.03.2020;09:00;557;772;475;0
26.03.2020;10:00;361;550;412;0
26.03.2020;11:00;375;422;419;0
26.03.2020;12:00;390;412;420;0
26.03.2020;13:00;353;402;414;0
26.03.2020;14:00;378;408;412;0
26.03.2020;15:00;393;549;421;0
26.03.2020;16:00;518;589;458;0
26.03.2020;17:00;577;800;460;0
26.03.2020;18:00;596;743;474;0
26.03.2020;19:00;581;828;473;0
26.03.2020;20:00;588;828;468;0
26.03.2020;21:00;589;830;478;0
26.03.2020;22:00;602;823;478;0
26.03.2020;23:00;602;826;490;0
27.03.2020;00:00;603;827;493;0
27.03.2020;01:00;600;811;492;0
27.03.2020;02:00;600;644;491;0
27.03.2020;03:00;589;578;490;0
27.03.2020;04:00;593;568;485;0
27.03.2020;05:00;589;813;482;0
27.03.2020;06:00;585;826;478;0
27.03.2020;07:00;594;831;481;0
27.03.2020;08:00;606;830;492;0
27.03.2020;09:00;588;762;496;0
27.03.2020;10:00;572;555;497;0
27.03.2020;11:00;525;431;457;0
27.03.2020;12:00;389;401;408;0
27.03.2020;13:00;305;407;403;0
27.03.2020;14:00;299;432;401;0
27.03.2020;15:00;370;559;424;0
27.03.2020;16:00;431;606;458;0
27.03.2020;17:00;559;801;480;0
27.03.2020;18:00;583;826;487;0
27.03.2020;19:00;579;822;484;0
27.03.2020;20:00;585;824;490;0
27.03.2020;21:00;584;825;487;0
27.03.2020;22:00;588;824;488;0
27.03.2020;23:00;588;777;490;0
28.03.2020;00:00;598;758;489;0
28.03.2020;01:00;592;780;492;0
28.03.2020;02:00;588;821;491;0
28.03.2020;03:00;587;818;488;0
28.03.2020;04:00;589;764;490;0
28.03.2020;05:00;267;625;441;0
28.03.2020;06:00;0;752;445;0
28.03.2020;07:00;0;806;458;0
28.03.2020;08:00;0;580;402;0
28.03.2020;09:00;0;560;395;0
28.03.2020;10:00;0;438;387;0
28.03.2020;11:00;66;404;386;0
28.03.2020;12:00;283;403;387;0
28.03.2020;13:00;220;403;388;0
28.03.2020;14:00;219;405;322;0
28.03.2020;15:00;206;422;205;0
28.03.2020;16:00;206;553;204;0
28.03.2020;17:00;207;552;206;0
28.03.2020;18:00;312;436;207;0
28.03.2020;19:00;328;400;206;0
28.03.2020;20:00;350;398;195;0
28.03.2020;21:00;340;394;196;0
28.03.2020;22:00;368;427;192;0
28.03.2020;23:00;355;558;193;0
29.03.2020;00:00;296;544;192;0
29.03.2020;01:00;179;212;95;0
29.03.2020;03:00;212;401;190;0
29.03.2020;04:00;200;401;198;0
29.03.2020;05:00;200;401;194;0
29.03.2020;06:00;198;397;194;0
29.03.2020;07:00;201;411;195;0
29.03.2020;08:00;309;555;198;0
29.03.2020;09:00;335;557;196;0
29.03.2020;10:00;337;434;197;0
29.03.2020;11:00;325;404;204;0
29.03.2020;12:00;212;400;200;0
29.03.2020;13:00;206;402;205;0
29.03.2020;14:00;189;398;203;0
29.03.2020;15:00;188;412;203;0
29.03.2020;16:00;188;537;204;0
29.03.2020;17:00;190;562;208;0
29.03.2020;18:00;321;608;209;0
29.03.2020;19:00;349;605;206;0
29.03.2020;20:00;486;616;203;0
29.03.2020;21:00;582;681;205;0
29.03.2020;22:00;580;806;206;0
29.03.2020;23:00;583;802;202;0
30.03.2020;00:00;582;701;203;0
30.03.2020;01:00;544;546;201;0
30.03.2020;02:00;584;576;203;0
30.03.2020;03:00;583;548;204;0
30.03.2020;04:00;571;620;198;0
30.03.2020;05:00;578;730;196;0
30.03.2020;06:00;566;806;200;0
30.03.2020;07:00;555;803;198;0
30.03.2020;08:00;547;803;196;0
30.03.2020;09:00;553;801;206;0
30.03.2020;10:00;555;802;203;0
30.03.2020;11:00;557;802;202;0
30.03.2020;12:00;559;804;205;0
30.03.2020;13:00;554;800;205;0
30.03.2020;14:00;543;749;204;0
30.03.2020;15:00;538;746;203;0
30.03.2020;16:00;553;754;204;0
30.03.2020;17:00;541;812;205;0
30.03.2020;18:00;548;803;209;46
30.03.2020;19:00;551;806;212;123
30.03.2020;20:00;550;806;211;162
30.03.2020;21:00;554;806;214;182
30.03.2020;22:00;560;808;213;176
30.03.2020;23:00;552;805;212;174
31.03.2020;00:00;543;797;210;171
31.03.2020;01:00;552;806;208;183
31.03.2020;02:00;558;809;208;179
31.03.2020;03:00;557;804;203;172
31.03.2020;04:00;557;804;200;162
31.03.2020;05:00;559;808;190;390
31.03.2020;06:00;555;807;195;434
31.03.2020;07:00;566;807;194;443
31.03.2020;08:00;569;806;193;466
31.03.2020;09:00;579;813;191;466
31.03.2020;10:00;574;815;187;458
31.03.2020;11:00;580;822;164;450
31.03.2020;12:00;582;826;173;451
31.03.2020;13:00;581;824;367;425
31.03.2020;14:00;544;820;418;427
31.03.2020;15:00;498;821;422;203
31.03.2020;16:00;502;780;444;211
31.03.2020;17:00;563;825;491;210
31.03.2020;18:00;565;827;488;206
31.03.2020;19:00;567;825;493;204
31.03.2020;20:00;576;825;492;215
31.03.2020;21:00;564;821;493;216
31.03.2020;22:00;566;822;492;218
31.03.2020;23:00;564;825;492;210
01.04.2020;00:00;562;827;467;209
01.04.2020;01:00;563;828;494;208
01.04.2020;02:00;559;826;479;212
01.04.2020;03:00;564;826;455;211
01.04.2020;04:00;563;824;456;212
01.04.2020;05:00;575;827;460;212
01.04.2020;06:00;588;829;459;212
01.04.2020;07:00;582;825;459;215
01.04.2020;08:00;575;824;460;214
01.04.2020;09:00;592;824;472;215
01.04.2020;10:00;591;823;492;216
01.04.2020;11:00;489;752;433;194
01.04.2020;12:00;393;753;406;180
01.04.2020;13:00;528;747;396;181
01.04.2020;14:00;504;747;392;183
01.04.2020;15:00;520;746;399;186
01.04.2020;16:00;560;762;464;185
01.04.2020;17:00;574;805;485;207
01.04.2020;18:00;574;825;486;208
01.04.2020;19:00;570;824;488;209
01.04.2020;20:00;570;827;487;210
01.04.2020;21:00;564;825;492;209
01.04.2020;22:00;554;826;491;207
01.04.2020;23:00;557;828;487;208
02.04.2020;00:00;561;830;489;211
02.04.2020;01:00;564;832;492;212
02.04.2020;02:00;561;830;490;212
02.04.2020;03:00;566;828;490;211
02.04.2020;04:00;564;825;490;216
02.04.2020;05:00;579;827;493;216
02.04.2020;06:00;573;827;492;215
02.04.2020;07:00;572;826;492;213
02.04.2020;08:00;574;827;493;216
02.04.2020;09:00;572;822;496;217
02.04.2020;10:00;465;732;492;216
02.04.2020;11:00;291;556;487;182
02.04.2020;12:00;167;525;392;178
02.04.2020;13:00;163;413;193;195
02.04.2020;14:00;156;410;200;192
02.04.2020;15:00;162;407;198;188
02.04.2020;16:00;284;403;200;187
02.04.2020;17:00;305;400;192;187
02.04.2020;18:00;375;414;179;182
02.04.2020;19:00;432;553;379;174
02.04.2020;20:00;379;556;469;176
02.04.2020;21:00;384;428;485;185
02.04.2020;22:00;372;406;428;181
02.04.2020;23:00;292;410;394;176
03.04.2020;00:00;417;541;475;233
03.04.2020;01:00;405;510;494;383
03.04.2020;02:00;437;508;406;460
03.04.2020;03:00;565;520;476;455
03.04.2020;04:00;572;631;493;401
03.04.2020;05:00;569;635;441;398
03.04.2020;06:00;569;811;492;467
03.04.2020;07:00;573;824;496;495
03.04.2020;08:00;571;823;494;495
03.04.2020;09:00;574;823;495;496
03.04.2020;10:00;570;822;492;498
03.04.2020;11:00;559;811;493;497
03.04.2020;12:00;558;686;493;407
03.04.2020;13:00;575;548;396;398
03.04.2020;14:00;581;562;370;398
03.04.2020;15:00;572;760;466;428
03.04.2020;16:00;586;825;493;466
03.04.2020;17:00;580;822;492;502
03.04.2020;18:00;571;823;492;497
03.04.2020;19:00;578;822;495;499
03.04.2020;20:00;574;815;495;499
03.04.2020;21:00;579;815;495;499
03.04.2020;22:00;577;816;495;501
03.04.2020;23:00;576;808;495;500
04.04.2020;00:00;571;823;484;500
04.04.2020;01:00;378;824;445;500
04.04.2020;02:00;1;824;447;499
04.04.2020;03:00;0;822;452;500
04.04.2020;04:00;0;817;457;499
04.04.2020;05:00;0;815;473;417
04.04.2020;06:00;0;823;481;495
04.04.2020;07:00;0;817;477;487
04.04.2020;08:00;0;806;478;470
04.04.2020;09:00;0;638;477;402
04.04.2020;10:00;0;510;425;369
04.04.2020;11:00;0;533;384;365
04.04.2020;12:00;0;419;374;366
04.04.2020;13:00;0;413;373;365
04.04.2020;14:00;0;408;391;366
04.04.2020;15:00;0;420;375;366
04.04.2020;16:00;0;555;371;393
04.04.2020;17:00;0;572;433;458
04.04.2020;18:00;0;792;468;500
04.04.2020;19:00;0;823;477;498
04.04.2020;20:00;0;813;481;498
04.04.2020;21:00;0;814;478;497
04.04.2020;22:00;0;773;468;494
04.04.2020;23:00;0;602;464;416
05.04.2020;00:00;0;581;386;217
05.04.2020;01:00;0;365;420;182
05.04.2020;02:00;0;0;358;181
05.04.2020;03:00;0;0;348;181
05.04.2020;04:00;0;0;354;180
05.04.2020;05:00;0;0;348;180
05.04.2020;06:00;0;0;348;180
05.04.2020;07:00;0;0;348;180
05.04.2020;08:00;0;0;349;181
05.04.2020;09:00;0;0;350;179
05.04.2020;10:00;0;0;350;178
05.04.2020;11:00;0;0;349;169
05.04.2020;12:00;0;0;351;166
05.04.2020;13:00;0;0;349;166
05.04.2020;14:00;0;0;349;170
05.04.2020;15:00;0;0;324;174
05.04.2020;16:00;0;0;318;170
05.04.2020;17:00;0;0;329;170
05.04.2020;18:00;0;0;372;172
05.04.2020;19:00;0;0;373;168
05.04.2020;20:00;0;0;374;164
05.04.2020;21:00;0;0;371;167
05.04.2020;22:00;0;0;350;166
05.04.2020;23:00;0;0;348;168
06.04.2020;00:00;0;0;388;194
06.04.2020;01:00;0;0;352;171
06.04.2020;02:00;0;0;349;170
06.04.2020;03:00;0;0;350;171
06.04.2020;04:00;0;0;350;170
06.04.2020;05:00;0;0;345;173
06.04.2020;06:00;0;0;348;214
06.04.2020;07:00;0;0;396;207
06.04.2020;08:00;0;0;405;207
06.04.2020;09:00;0;0;358;171
06.04.2020;10:00;0;0;368;169
06.04.2020;11:00;0;0;395;170
