Datum;Uhrzeit;Generation_DE A[MW];Generation_DE B[MW]
31.03.2020;06:00;681;712
31.03.2020;07:00;707;713
31.03.2020;08:00;699;711
31.03.2020;09:00;700;706
31.03.2020;10:00;697;706
31.03.2020;11:00;641;679
31.03.2020;12:00;649;509
31.03.2020;13:00;511;491
31.03.2020;14:00;363;501
31.03.2020;15:00;367;510
31.03.2020;16:00;541;566
31.03.2020;17:00;697;727
31.03.2020;18:00;701;727
31.03.2020;19:00;692;726
31.03.2020;20:00;694;728
31.03.2020;21:00;695;721
31.03.2020;22:00;683;721
31.03.2020;23:00;679;723
01.04.2020;00:00;686;717
01.04.2020;01:00;681;719
01.04.2020;02:00;678;718
01.04.2020;03:00;688;721
01.04.2020;04:00;691;716
01.04.2020;05:00;709;718
01.04.2020;06:00;719;718
01.04.2020;07:00;717;719
01.04.2020;08:00;717;716
01.04.2020;09:00;716;716
01.04.2020;10:00;699;714
01.04.2020;11:00;424;721
01.04.2020;12:00;289;713
01.04.2020;13:00;303;710
01.04.2020;14:00;294;709
01.04.2020;15:00;288;711
01.04.2020;16:00;492;723
01.04.2020;17:00;669;723
01.04.2020;18:00;702;729
01.04.2020;19:00;695;727
01.04.2020;20:00;704;724
01.04.2020;21:00;709;723
01.04.2020;22:00;700;724
01.04.2020;23:00;693;721
02.04.2020;00:00;686;725
02.04.2020;01:00;688;724
02.04.2020;02:00;689;717
02.04.2020;03:00;685;717
02.04.2020;04:00;690;721
02.04.2020;05:00;698;713
02.04.2020;06:00;692;712
02.04.2020;07:00;691;713
02.04.2020;08:00;706;711
02.04.2020;09:00;685;712
02.04.2020;10:00;484;713
02.04.2020;11:00;279;714
02.04.2020;12:00;283;698
02.04.2020;13:00;279;672
02.04.2020;14:00;273;690
02.04.2020;15:00;269;693
02.04.2020;16:00;442;501
02.04.2020;17:00;505;508
02.04.2020;18:00;628;615
02.04.2020;19:00;554;548
02.04.2020;20:00;556;559
02.04.2020;21:00;479;528
02.04.2020;22:00;268;312
02.04.2020;23:00;290;304
03.04.2020;00:00;443;451
03.04.2020;01:00;452;524
03.04.2020;02:00;431;500
03.04.2020;03:00;562;599
03.04.2020;04:00;609;660
03.04.2020;05:00;584;640
03.04.2020;06:00;692;735
03.04.2020;07:00;698;730
03.04.2020;08:00;703;742
03.04.2020;09:00;699;746
03.04.2020;10:00;694;747
03.04.2020;11:00;692;745
03.04.2020;12:00;669;740
03.04.2020;13:00;548;728
03.04.2020;14:00;466;724
03.04.2020;15:00;622;738
03.04.2020;16:00;679;742
03.04.2020;17:00;696;734
03.04.2020;18:00;695;729
03.04.2020;19:00;697;727
03.04.2020;20:00;685;735
03.04.2020;21:00;701;732
03.04.2020;22:00;700;737
03.04.2020;23:00;675;731
04.04.2020;00:00;691;734
04.04.2020;01:00;695;733
04.04.2020;02:00;700;731
04.04.2020;03:00;705;733
04.04.2020;04:00;695;725
04.04.2020;05:00;703;719
04.04.2020;06:00;706;732
04.04.2020;07:00;703;730
04.04.2020;08:00;620;618
04.04.2020;09:00;476;459
04.04.2020;10:00;308;318
04.04.2020;11:00;301;315
04.04.2020;12:00;293;315
04.04.2020;13:00;293;320
04.04.2020;14:00;289;322
04.04.2020;15:00;290;320
04.04.2020;16:00;302;339
04.04.2020;17:00;520;538
04.04.2020;18:00;689;720
04.04.2020;19:00;712;744
04.04.2020;20:00;715;746
04.04.2020;21:00;706;736
04.04.2020;22:00;628;672
04.04.2020;23:00;494;537
05.04.2020;00:00;587;320
05.04.2020;01:00;520;396
05.04.2020;02:00;270;269
05.04.2020;03:00;0;267
05.04.2020;04:00;0;255
05.04.2020;05:00;0;258
05.04.2020;06:00;0;262
05.04.2020;07:00;0;267
05.04.2020;08:00;0;256
05.04.2020;09:00;0;286
05.04.2020;10:00;0;289
05.04.2020;11:00;0;252
05.04.2020;12:00;0;280
05.04.2020;13:00;0;280
05.04.2020;14:00;0;285
05.04.2020;15:00;0;296
05.04.2020;16:00;0;273
05.04.2020;17:00;0;267
05.04.2020;18:00;0;269
05.04.2020;19:00;0;307
05.04.2020;20:00;0;288
05.04.2020;21:00;0;286
05.04.2020;22:00;0;307
05.04.2020;23:00;0;318
06.04.2020;00:00;0;321
06.04.2020;01:00;0;269
06.04.2020;02:00;0;258
06.04.2020;03:00;0;254
06.04.2020;04:00;0;256
06.04.2020;05:00;0;292
06.04.2020;06:00;0;479
06.04.2020;07:00;0;684
06.04.2020;08:00;0;639
06.04.2020;09:00;0;260
06.04.2020;10:00;0;227
06.04.2020;11:00;0;233
06.04.2020;12:00;0;248
06.04.2020;13:00;0;230
06.04.2020;14:00;0;252
06.04.2020;15:00;0;351
06.04.2020;16:00;0;367
06.04.2020;17:00;0;616
06.04.2020;18:00;0;629
06.04.2020;19:00;212;640
06.04.2020;20:00;355;624
06.04.2020;21:00;430;648
06.04.2020;22:00;627;722
06.04.2020;23:00;657;709
07.04.2020;00:00;680;728
07.04.2020;01:00;675;737
07.04.2020;02:00;626;683
07.04.2020;03:00;622;679
07.04.2020;04:00;641;701
07.04.2020;05:00;663;725
07.04.2020;06:00;657;709
07.04.2020;07:00;658;707
07.04.2020;08:00;689;724
07.04.2020;09:00;660;692
07.04.2020;10:00;432;503
07.04.2020;11:00;272;365
07.04.2020;12:00;256;315
07.04.2020;13:00;259;319
07.04.2020;14:00;265;319
07.04.2020;15:00;273;356
07.04.2020;16:00;382;399
07.04.2020;17:00;640;683
07.04.2020;18:00;677;715
07.04.2020;19:00;683;728
07.04.2020;20:00;681;724
07.04.2020;21:00;680;720
07.04.2020;22:00;668;703
07.04.2020;23:00;451;480
08.04.2020;00:00;263;289
08.04.2020;01:00;254;283
08.04.2020;02:00;258;285
08.04.2020;03:00;255;285
08.04.2020;04:00;275;308
08.04.2020;05:00;478;487
08.04.2020;06:00;684;692
08.04.2020;07:00;698;721
08.04.2020;08:00;695;723
08.04.2020;09:00;690;727
08.04.2020;10:00;667;705
08.04.2020;11:00;509;516
08.04.2020;12:00;429;324
08.04.2020;13:00;400;296
08.04.2020;14:00;392;299
08.04.2020;15:00;405;350
08.04.2020;16:00;493;631
08.04.2020;17:00;662;725
08.04.2020;18:00;688;728
08.04.2020;19:00;686;727
08.04.2020;20:00;685;724
08.04.2020;21:00;681;720
08.04.2020;22:00;679;717
08.04.2020;23:00;665;717
09.04.2020;00:00;675;700
09.04.2020;01:00;571;469
09.04.2020;02:00;566;447
09.04.2020;03:00;527;429
09.04.2020;04:00;446;409
09.04.2020;05:00;673;690
09.04.2020;06:00;693;732
09.04.2020;07:00;707;733
09.04.2020;08:00;702;725
09.04.2020;09:00;701;730
09.04.2020;10:00;666;690
09.04.2020;11:00;559;584
09.04.2020;12:00;497;500
09.04.2020;13:00;490;508
09.04.2020;14:00;477;504
09.04.2020;15:00;475;505
09.04.2020;16:00;467;499
09.04.2020;17:00;636;652
09.04.2020;18:00;672;700
09.04.2020;19:00;615;650
09.04.2020;20:00;564;590
09.04.2020;21:00;526;575
09.04.2020;22:00;537;594
09.04.2020;23:00;573;580
10.04.2020;00:00;399;426
10.04.2020;01:00;0;455
10.04.2020;02:00;0;417
10.04.2020;03:00;0;374
10.04.2020;04:00;0;425
10.04.2020;05:00;0;473
10.04.2020;06:00;0;461
10.04.2020;07:00;0;458
10.04.2020;08:00;0;449
10.04.2020;09:00;0;404
10.04.2020;10:00;0;292
10.04.2020;11:00;0;283
10.04.2020;12:00;0;294
10.04.2020;13:00;0;300
10.04.2020;14:00;0;296
10.04.2020;15:00;0;295
10.04.2020;16:00;0;310
10.04.2020;17:00;0;428
10.04.2020;18:00;0;449
10.04.2020;19:00;0;487
10.04.2020;20:00;0;510
10.04.2020;21:00;0;525
10.04.2020;22:00;0;528
10.04.2020;23:00;0;469
11.04.2020;00:00;0;339
11.04.2020;01:00;0;303
11.04.2020;02:00;0;299
11.04.2020;03:00;0;303
11.04.2020;04:00;0;303
11.04.2020;05:00;0;332
11.04.2020;06:00;0;307
11.04.2020;07:00;0;332
11.04.2020;08:00;0;309
11.04.2020;09:00;0;319
11.04.2020;10:00;0;299
11.04.2020;11:00;0;300
11.04.2020;12:00;0;301
11.04.2020;13:00;0;298
11.04.2020;14:00;0;298
11.04.2020;15:00;0;303
11.04.2020;16:00;0;307
11.04.2020;17:00;0;316
11.04.2020;18:00;0;314
11.04.2020;19:00;0;317
11.04.2020;20:00;0;333
11.04.2020;21:00;0;331
11.04.2020;22:00;0;336
11.04.2020;23:00;0;335
12.04.2020;00:00;0;310
12.04.2020;01:00;0;309
12.04.2020;02:00;0;308
12.04.2020;03:00;0;310
12.04.2020;04:00;0;309
12.04.2020;05:00;0;310
12.04.2020;06:00;0;307
12.04.2020;07:00;0;306
12.04.2020;08:00;0;304
12.04.2020;09:00;0;311
12.04.2020;10:00;0;311
12.04.2020;11:00;0;312
12.04.2020;12:00;0;311
12.04.2020;13:00;0;308
12.04.2020;14:00;0;312
12.04.2020;15:00;0;312
12.04.2020;16:00;0;309
12.04.2020;17:00;0;314
12.04.2020;18:00;0;310
12.04.2020;19:00;0;329
12.04.2020;20:00;0;328
12.04.2020;21:00;0;329
12.04.2020;22:00;0;315
12.04.2020;23:00;0;309
13.04.2020;00:00;0;284
13.04.2020;01:00;0;278
13.04.2020;02:00;0;278
13.04.2020;03:00;0;279
13.04.2020;04:00;0;280
13.04.2020;05:00;0;277
13.04.2020;06:00;0;277
13.04.2020;07:00;0;278
13.04.2020;08:00;0;277
13.04.2020;09:00;0;278
13.04.2020;10:00;0;278
13.04.2020;11:00;0;278
13.04.2020;12:00;0;278
13.04.2020;13:00;0;278
13.04.2020;14:00;0;278
13.04.2020;15:00;0;279
13.04.2020;16:00;0;278
13.04.2020;17:00;0;281
13.04.2020;18:00;0;293
13.04.2020;19:00;0;439
13.04.2020;20:00;0;338
13.04.2020;21:00;0;439
13.04.2020;22:00;0;362
13.04.2020;23:00;0;264
14.04.2020;00:00;0;295
14.04.2020;01:00;0;296
14.04.2020;02:00;0;299
14.04.2020;03:00;0;301
14.04.2020;04:00;0;294
14.04.2020;05:00;0;342
14.04.2020;06:00;0;670
14.04.2020;07:00;0;696
14.04.2020;08:00;0;674
14.04.2020;09:00;0;661
14.04.2020;10:00;0;570
14.04.2020;11:00;0;603
14.04.2020;12:00;0;643
14.04.2020;13:00;0;493
14.04.2020;14:00;0;368
14.04.2020;15:00;0;378
14.04.2020;16:00;0;405
14.04.2020;17:00;0;606
14.04.2020;18:00;0;669
14.04.2020;19:00;0;678
14.04.2020;20:00;0;674
14.04.2020;21:00;0;668
14.04.2020;22:00;0;661
14.04.2020;23:00;0;655
15.04.2020;00:00;0;464
15.04.2020;01:00;0;368
15.04.2020;02:00;0;378
15.04.2020;03:00;0;375
15.04.2020;04:00;0;516
15.04.2020;05:00;0;576
15.04.2020;06:00;0;657
15.04.2020;07:00;0;674
15.04.2020;08:00;0;664
15.04.2020;09:00;0;541
15.04.2020;10:00;0;397
15.04.2020;11:00;0;456
15.04.2020;12:00;0;436
15.04.2020;13:00;0;377
15.04.2020;14:00;0;374
15.04.2020;15:00;0;464
15.04.2020;16:00;0;381
15.04.2020;17:00;0;571
15.04.2020;18:00;0;665
15.04.2020;19:00;0;664
15.04.2020;20:00;0;665
15.04.2020;21:00;0;669
15.04.2020;22:00;0;658
15.04.2020;23:00;0;641
16.04.2020;00:00;0;672
16.04.2020;01:00;0;642
16.04.2020;02:00;0;644
16.04.2020;03:00;0;649
16.04.2020;04:00;0;663
16.04.2020;05:00;0;664
16.04.2020;06:00;0;679
16.04.2020;07:00;0;682
16.04.2020;08:00;0;679
16.04.2020;09:00;0;683
16.04.2020;10:00;0;626
16.04.2020;11:00;0;506
16.04.2020;12:00;0;370
16.04.2020;13:00;0;367
16.04.2020;14:00;0;365
16.04.2020;15:00;0;386
16.04.2020;16:00;0;422
16.04.2020;17:00;0;631
16.04.2020;18:00;0;651
16.04.2020;19:00;0;662
16.04.2020;20:00;0;663
16.04.2020;21:00;0;660
16.04.2020;22:00;0;665
16.04.2020;23:00;0;675
17.04.2020;00:00;0;688
17.04.2020;01:00;0;682
17.04.2020;02:00;0;695
17.04.2020;03:00;0;688
17.04.2020;04:00;0;693
17.04.2020;05:00;0;708
17.04.2020;06:00;0;710
17.04.2020;07:00;0;713
17.04.2020;08:00;0;713
17.04.2020;09:00;0;708
17.04.2020;10:00;0;695
17.04.2020;11:00;0;690
17.04.2020;12:00;0;651
17.04.2020;13:00;0;512
17.04.2020;14:00;0;515
17.04.2020;15:00;0;647
17.04.2020;16:00;0;676
17.04.2020;17:00;0;646
17.04.2020;18:00;0;689
17.04.2020;19:00;0;709
17.04.2020;20:00;0;707
17.04.2020;21:00;0;720
17.04.2020;22:00;0;694
17.04.2020;23:00;0;650
18.04.2020;00:00;0;453
18.04.2020;01:00;0;459
18.04.2020;02:00;0;433
18.04.2020;03:00;0;373
18.04.2020;04:00;0;330
18.04.2020;05:00;0;372
18.04.2020;06:00;0;391
18.04.2020;07:00;0;434
18.04.2020;08:00;0;438
18.04.2020;09:00;0;545
18.04.2020;10:00;0;433
18.04.2020;11:00;0;374
18.04.2020;12:00;0;381
18.04.2020;13:00;0;377
18.04.2020;14:00;0;371
18.04.2020;15:00;0;370
18.04.2020;16:00;0;422
18.04.2020;17:00;0;574
18.04.2020;18:00;0;690
18.04.2020;19:00;0;686
18.04.2020;20:00;0;682
18.04.2020;21:00;0;534
18.04.2020;22:00;0;478
18.04.2020;23:00;0;457
19.04.2020;00:00;0;380
19.04.2020;01:00;0;394
19.04.2020;02:00;0;395
19.04.2020;03:00;0;391
19.04.2020;04:00;0;389
19.04.2020;05:00;0;393
19.04.2020;06:00;0;395
19.04.2020;07:00;0;410
19.04.2020;08:00;0;404
19.04.2020;09:00;0;395
19.04.2020;10:00;0;414
19.04.2020;11:00;0;373
19.04.2020;12:00;0;386
19.04.2020;13:00;0;396
19.04.2020;14:00;0;398
19.04.2020;15:00;0;412
19.04.2020;16:00;0;398
19.04.2020;17:00;0;407
19.04.2020;18:00;0;422
19.04.2020;19:00;0;429
19.04.2020;20:00;0;400
19.04.2020;21:00;0;391
19.04.2020;22:00;0;400
19.04.2020;23:00;0;417
20.04.2020;00:00;0;384
20.04.2020;01:00;0;432
20.04.2020;02:00;0;386
20.04.2020;03:00;0;377
20.04.2020;04:00;0;383
20.04.2020;05:00;0;393
20.04.2020;06:00;0;359
20.04.2020;07:00;0;422
20.04.2020;08:00;0;584
20.04.2020;09:00;0;423
20.04.2020;10:00;0;354
20.04.2020;11:00;0;371
20.04.2020;12:00;0;361
20.04.2020;13:00;0;367
20.04.2020;14:00;0;389
20.04.2020;15:00;0;415
20.04.2020;16:00;0;370
20.04.2020;17:00;0;393
20.04.2020;18:00;0;391
20.04.2020;19:00;0;388
20.04.2020;20:00;0;380
20.04.2020;21:00;0;395
20.04.2020;22:00;0;385
20.04.2020;23:00;0;387
21.04.2020;00:00;0;379
21.04.2020;01:00;0;373
21.04.2020;02:00;0;372
21.04.2020;03:00;0;370
21.04.2020;04:00;0;376
21.04.2020;05:00;0;381
21.04.2020;06:00;0;396
21.04.2020;07:00;0;395
21.04.2020;08:00;0;394
21.04.2020;09:00;0;399
21.04.2020;10:00;0;398
21.04.2020;11:00;0;317
21.04.2020;12:00;0;380
21.04.2020;13:00;0;380
21.04.2020;14:00;0;368
21.04.2020;15:00;0;360
21.04.2020;16:00;0;268
21.04.2020;17:00;0;386
21.04.2020;18:00;0;399
21.04.2020;19:00;0;412
21.04.2020;20:00;0;470
21.04.2020;21:00;0;384
21.04.2020;22:00;0;381
21.04.2020;23:00;0;380
22.04.2020;00:00;0;380
22.04.2020;01:00;0;383
22.04.2020;02:00;0;380
22.04.2020;03:00;0;383
22.04.2020;04:00;0;379
22.04.2020;05:00;0;370
22.04.2020;06:00;0;372
22.04.2020;07:00;0;433
22.04.2020;08:00;0;422
22.04.2020;09:00;0;377
22.04.2020;10:00;0;285
22.04.2020;11:00;0;273
22.04.2020;12:00;0;313
22.04.2020;13:00;0;280
22.04.2020;14:00;0;289
22.04.2020;15:00;0;271
22.04.2020;16:00;0;265
22.04.2020;17:00;0;301
22.04.2020;18:00;0;490
22.04.2020;19:00;0;682
22.04.2020;20:00;0;687
22.04.2020;21:00;0;678
22.04.2020;22:00;0;583
22.04.2020;23:00;0;428
23.04.2020;00:00;0;440
23.04.2020;01:00;0;440
23.04.2020;02:00;0;440
23.04.2020;03:00;0;437
23.04.2020;04:00;0;451
23.04.2020;05:00;0;653
23.04.2020;06:00;0;680
23.04.2020;07:00;0;681
23.04.2020;08:00;0;683
23.04.2020;09:00;0;659
23.04.2020;10:00;0;508
23.04.2020;11:00;0;406
23.04.2020;12:00;0;436
23.04.2020;13:00;0;521
23.04.2020;14:00;0;508
23.04.2020;15:00;0;419
23.04.2020;16:00;0;535
23.04.2020;17:00;0;671
23.04.2020;18:00;0;664
23.04.2020;19:00;0;670
23.04.2020;20:00;0;687
23.04.2020;21:00;0;681
23.04.2020;22:00;0;677
23.04.2020;23:00;0;668
24.04.2020;00:00;0;684
24.04.2020;01:00;0;668
24.04.2020;02:00;0;543
24.04.2020;03:00;0;507
24.04.2020;04:00;0;503
24.04.2020;05:00;0;688
24.04.2020;06:00;0;689
24.04.2020;07:00;0;691
24.04.2020;08:00;0;687
24.04.2020;09:00;0;654
24.04.2020;10:00;0;407
24.04.2020;11:00;0;399
24.04.2020;12:00;0;411
24.04.2020;13:00;0;391
24.04.2020;14:00;0;392
24.04.2020;15:00;0;361
24.04.2020;16:00;0;359
24.04.2020;17:00;0;361
24.04.2020;18:00;0;398
24.04.2020;19:00;0;666
24.04.2020;20:00;0;679
24.04.2020;21:00;0;653
24.04.2020;22:00;0;600
24.04.2020;23:00;0;437
25.04.2020;00:00;0;400
25.04.2020;01:00;0;344
25.04.2020;02:00;0;322
25.04.2020;03:00;0;299
25.04.2020;04:00;0;295
25.04.2020;05:00;0;337
25.04.2020;06:00;0;310
25.04.2020;07:00;0;308
25.04.2020;08:00;0;309
25.04.2020;09:00;0;303
25.04.2020;10:00;0;305
25.04.2020;11:00;0;308
25.04.2020;12:00;0;303
25.04.2020;13:00;0;303
25.04.2020;14:00;0;307
25.04.2020;15:00;0;304
25.04.2020;16:00;0;303
25.04.2020;17:00;0;355
25.04.2020;18:00;0;587
25.04.2020;19:00;0;734
25.04.2020;20:00;0;749
25.04.2020;21:00;0;732
25.04.2020;22:00;0;728
25.04.2020;23:00;0;724
26.04.2020;00:00;0;595
26.04.2020;01:00;0;383
26.04.2020;02:00;0;307
26.04.2020;03:00;0;325
26.04.2020;04:00;0;495
26.04.2020;05:00;0;414
26.04.2020;06:00;0;341
26.04.2020;07:00;0;324
26.04.2020;08:00;0;331
26.04.2020;09:00;0;332
26.04.2020;10:00;0;330
26.04.2020;11:00;0;333
26.04.2020;12:00;0;378
26.04.2020;13:00;0;383
26.04.2020;14:00;0;402
26.04.2020;15:00;0;405
26.04.2020;16:00;0;410
26.04.2020;17:00;88;424
26.04.2020;18:00;287;682
26.04.2020;19:00;288;719
26.04.2020;20:00;350;749
26.04.2020;21:00;439;751
26.04.2020;22:00;445;757
26.04.2020;23:00;364;699
27.04.2020;00:00;332;369
27.04.2020;01:00;292;335
27.04.2020;02:00;299;311
27.04.2020;03:00;303;312
27.04.2020;04:00;349;353
27.04.2020;05:00;393;414
27.04.2020;06:00;660;681
27.04.2020;07:00;737;736
27.04.2020;08:00;734;730
27.04.2020;09:00;729;724
27.04.2020;10:00;634;634
27.04.2020;11:00;557;573
27.04.2020;12:00;511;531
27.04.2020;13:00;414;429
27.04.2020;14:00;361;367
27.04.2020;15:00;355;381
27.04.2020;16:00;368;377
27.04.2020;17:00;647;684
27.04.2020;18:00;699;711
27.04.2020;19:00;701;724
27.04.2020;20:00;694;716
27.04.2020;21:00;704;722
27.04.2020;22:00;703;715
27.04.2020;23:00;701;712
28.04.2020;00:00;708;717
28.04.2020;01:00;633;672
28.04.2020;02:00;517;641
28.04.2020;03:00;464;647
28.04.2020;04:00;449;632
28.04.2020;05:00;587;660
28.04.2020;06:00;663;704
28.04.2020;07:00;676;718
28.04.2020;08:00;693;715
28.04.2020;09:00;682;721
28.04.2020;10:00;684;719
28.04.2020;11:00;700;718
28.04.2020;12:00;680;714
28.04.2020;13:00;696;704
28.04.2020;14:00;683;711
28.04.2020;15:00;682;714
28.04.2020;16:00;673;715
28.04.2020;17:00;668;711
28.04.2020;18:00;692;714
28.04.2020;19:00;691;715
28.04.2020;20:00;706;712
28.04.2020;21:00;688;716
28.04.2020;22:00;666;674
28.04.2020;23:00;475;441
29.04.2020;00:00;344;377
29.04.2020;01:00;342;301
29.04.2020;02:00;341;306
29.04.2020;03:00;349;349
29.04.2020;04:00;436;369
29.04.2020;05:00;396;445
29.04.2020;06:00;639;685
29.04.2020;07:00;692;714
29.04.2020;08:00;697;713
29.04.2020;09:00;703;716
29.04.2020;10:00;693;721
29.04.2020;11:00;694;714
29.04.2020;12:00;654;683
29.04.2020;13:00;483;475
29.04.2020;14:00;404;479
29.04.2020;15:00;365;375
29.04.2020;16:00;554;534
29.04.2020;17:00;671;712
29.04.2020;18:00;682;710
29.04.2020;19:00;691;709
29.04.2020;20:00;687;713
29.04.2020;21:00;681;710
29.04.2020;22:00;572;605
29.04.2020;23:00;349;336
30.04.2020;00:00;330;298
30.04.2020;01:00;317;296
30.04.2020;02:00;296;296
30.04.2020;03:00;329;298
30.04.2020;04:00;332;298
30.04.2020;05:00;353;338
30.04.2020;06:00;402;559
30.04.2020;07:00;621;710
30.04.2020;08:00;704;714
30.04.2020;09:00;586;611
30.04.2020;10:00;398;357
30.04.2020;11:00;366;295
30.04.2020;12:00;352;291
30.04.2020;13:00;342;284
30.04.2020;14:00;344;284
30.04.2020;15:00;340;291
30.04.2020;16:00;379;348
30.04.2020;17:00;650;689
30.04.2020;18:00;707;730
30.04.2020;19:00;707;738
30.04.2020;20:00;703;745
30.04.2020;21:00;726;744
30.04.2020;22:00;613;585
30.04.2020;23:00;366;345
